Daily P pools (kg P/ha) and fluxes (kg P/ha/day) at site boone1 in year 1
Day,OrganicP,LabileP,SorbedP,ComplexP,CropDemandP,DayUptakeP,CropP, Leach_P, SO4, H2S_flux
264,  53.43,   0.02,  11.77,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
265,  53.42,   0.01,  11.78,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
266,  53.42,   0.02,  11.78,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
267,  53.41,   0.02,  11.79,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
268,  53.40,   0.02,  11.80,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
269,  53.39,   0.02,  11.81,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
270,  53.39,   0.02,  11.81,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
271,  53.38,   0.02,  11.82,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
272,  53.37,   0.02,  11.83,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
273,  53.37,   0.01,  11.83,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
274,  53.36,   0.01,  11.84,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
275,  53.36,   0.01,  11.84,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
276,  53.36,   0.01,  11.85,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
277,  53.35,   0.01,  11.85,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
278,  53.35,   0.01,  11.86,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
279,  53.34,   0.01,  11.86,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
280,  53.34,   0.01,  11.86,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
281,  53.34,   0.01,  11.87,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
282,  53.33,   0.01,  11.87,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
283,  53.33,   0.01,  11.88,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
284,  53.33,   0.01,  11.88,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
285,  53.32,   0.02,  11.88,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
286,  53.31,   0.02,  11.88,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
287,  53.31,   0.02,  11.89,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
288,  53.30,   0.03,  11.89,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
289,  53.29,   0.03,  11.90,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
290,  53.28,   0.03,  11.90,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
291,  53.28,   0.03,  11.91,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
292,  53.27,   0.02,  11.92,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
293,  53.27,   0.02,  11.93,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
294,  53.26,   0.02,  11.93,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
295,  53.26,   0.02,  11.94,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
296,  53.25,   0.02,  11.94,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
297,  53.25,   0.02,  11.95,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
298,  53.25,   0.02,  11.95,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
299,  53.24,   0.02,  11.96,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
300,  53.24,   0.02,  11.96,   0.00,   0.00,   0.00,   2.98,   0.00,   0.00,   0.00
301,  58.53,   0.02,  11.96,   0.00,   0.00,   0.00,  55.10,   0.00,   0.00,   0.00
302,  63.30,   0.04,  11.96,   0.00,   0.00,   0.00,  49.59,   0.00,   0.00,   0.00
303,  67.59,   0.04,  11.97,   0.00,   0.00,   0.00,  44.63,   0.00,   0.00,   0.00
304,  71.44,   0.03,  11.98,   0.00,   0.00,   0.00,  40.16,   0.00,   0.00,   0.00
305,  74.91,   0.03,  12.00,   0.00,   0.00,   0.00,  36.15,   0.00,   0.00,   0.00
306,  78.03,   0.03,  12.01,   0.00,   0.00,   0.00,  32.53,   0.00,   0.00,   0.00
307,  80.84,   0.03,  12.03,   0.00,   0.00,   0.00,  29.28,   0.00,   0.00,   0.00
308,  83.36,   0.02,  12.04,   0.00,   0.00,   0.00,  26.35,   0.00,   0.00,   0.00
309,  85.63,   0.03,  12.05,   0.00,   0.00,   0.00,  23.72,   0.00,   0.00,   0.00
310,  87.68,   0.02,  12.06,   0.00,   0.00,   0.00,  21.34,   0.00,   0.00,   0.00
311,  89.52,   0.02,  12.07,   0.00,   0.00,   0.00,  19.21,   0.00,   0.00,   0.00
312,  91.17,   0.02,  12.08,   0.00,   0.00,   0.00,  17.29,   0.00,   0.00,   0.00
313,  94.16,   0.02,  12.09,   0.00,   0.00,   0.00,  13.83,   0.00,   0.00,   0.00
314,  95.35,   0.02,  12.09,   0.00,   0.00,   0.00,  12.45,   0.00,   0.00,   0.00
315,  96.43,   0.02,  12.10,   0.00,   0.00,   0.00,  11.20,   0.00,   0.00,   0.00
316,  97.39,   0.02,  12.11,   0.00,   0.00,   0.00,  10.08,   0.00,   0.00,   0.00
317,  98.25,   0.02,  12.11,   0.00,   0.00,   0.00,   9.07,   0.00,   0.00,   0.00
318,  99.03,   0.02,  12.12,   0.00,   0.00,   0.00,   8.17,   0.00,   0.00,   0.00
319,  99.73,   0.02,  12.13,   0.00,   0.00,   0.00,   7.35,   0.00,   0.00,   0.00
320, 100.36,   0.02,  12.14,   0.00,   0.00,   0.00,   6.62,   0.00,   0.00,   0.00
321, 100.93,   0.02,  12.14,   0.00,   0.00,   0.00,   5.95,   0.00,   0.00,   0.00
322, 101.44,   0.02,  12.15,   0.00,   0.00,   0.00,   5.36,   0.00,   0.00,   0.00
323, 101.90,   0.02,  12.16,   0.00,   0.00,   0.00,   4.82,   0.00,   0.00,   0.00
324, 102.30,   0.02,  12.17,   0.00,   0.00,   0.00,   4.34,   0.00,   0.00,   0.00
325, 102.67,   0.02,  12.18,   0.00,   0.00,   0.00,   3.91,   0.00,   0.00,   0.00
326, 102.99,   0.02,  12.19,   0.00,   0.00,   0.00,   3.52,   0.00,   0.00,   0.00
327, 103.29,   0.02,  12.20,   0.00,   0.00,   0.00,   3.16,   0.00,   0.00,   0.00
328, 103.55,   0.02,  12.21,   0.00,   0.00,   0.00,   2.85,   0.00,   0.00,   0.00
329, 103.79,   0.02,  12.22,   0.00,   0.00,   0.00,   2.56,   0.00,   0.00,   0.00
330, 104.00,   0.02,  12.23,   0.00,   0.00,   0.00,   2.31,   0.00,   0.00,   0.00
331, 104.20,   0.02,  12.23,   0.00,   0.00,   0.00,   2.08,   0.00,   0.00,   0.00
332, 104.36,   0.02,  12.24,   0.00,   0.00,   0.00,   1.87,   0.00,   0.00,   0.00
333, 104.51,   0.02,  12.25,   0.00,   0.00,   0.00,   1.68,   0.00,   0.00,   0.00
334, 104.65,   0.02,  12.27,   0.00,   0.00,   0.00,   1.51,   0.00,   0.00,   0.00
335, 104.77,   0.02,  12.28,   0.00,   0.00,   0.00,   1.36,   0.00,   0.00,   0.00
336, 105.00,   0.02,  12.28,   0.00,   0.00,   0.00,   1.09,   0.00,   0.00,   0.00
337, 105.18,   0.02,  12.29,   0.00,   0.00,   0.00,   0.87,   0.00,   0.00,   0.00
338, 105.33,   0.02,  12.29,   0.00,   0.00,   0.00,   0.70,   0.00,   0.00,   0.00
339, 105.45,   0.02,  12.29,   0.00,   0.00,   0.00,   0.56,   0.00,   0.00,   0.00
340, 105.54,   0.02,  12.30,   0.00,   0.00,   0.00,   0.45,   0.00,   0.00,   0.00
341, 105.62,   0.02,  12.30,   0.00,   0.00,   0.00,   0.36,   0.00,   0.00,   0.00
342, 105.68,   0.02,  12.30,   0.00,   0.00,   0.00,   0.29,   0.00,   0.00,   0.00
343, 105.73,   0.02,  12.30,   0.00,   0.00,   0.00,   0.23,   0.00,   0.00,   0.00
344, 105.76,   0.02,  12.31,   0.00,   0.00,   0.00,   0.18,   0.00,   0.00,   0.00
345, 105.78,   0.03,  12.30,   0.00,   0.00,   0.00,   0.16,   0.00,   0.00,   0.00
346, 105.79,   0.02,  12.30,   0.00,   0.00,   0.00,   0.15,   0.00,   0.00,   0.00
347, 105.81,   0.02,  12.31,   0.00,   0.00,   0.00,   0.12,   0.00,   0.00,   0.00
348, 105.83,   0.02,  12.31,   0.00,   0.00,   0.00,   0.09,   0.00,   0.00,   0.00
349, 105.85,   0.02,  12.31,   0.00,   0.00,   0.00,   0.08,   0.00,   0.00,   0.00
350, 105.86,   0.02,  12.31,   0.00,   0.00,   0.00,   0.06,   0.00,   0.00,   0.00
351, 105.86,   0.03,  12.31,   0.00,   0.00,   0.00,   0.05,   0.00,   0.00,   0.00
352, 105.86,   0.02,  12.32,   0.00,   0.00,   0.00,   0.05,   0.00,   0.00,   0.00
353, 105.87,   0.02,  12.32,   0.00,   0.00,   0.00,   0.04,   0.00,   0.00,   0.00
354, 105.87,   0.02,  12.32,   0.00,   0.00,   0.00,   0.04,   0.00,   0.00,   0.00
355, 105.87,   0.02,  12.33,   0.00,   0.00,   0.00,   0.03,   0.00,   0.00,   0.00
356, 105.88,   0.02,  12.33,   0.00,   0.00,   0.00,   0.03,   0.00,   0.00,   0.00
357, 105.88,   0.02,  12.33,   0.00,   0.00,   0.00,   0.02,   0.00,   0.00,   0.00
358, 105.88,   0.02,  12.33,   0.00,   0.00,   0.00,   0.02,   0.00,   0.00,   0.00
359, 105.88,   0.02,  12.33,   0.00,   0.00,   0.00,   0.02,   0.00,   0.00,   0.00
360, 105.87,   0.02,  12.33,   0.00,   0.00,   0.00,   0.02,   0.00,   0.00,   0.00
361, 105.87,   0.02,  12.34,   0.00,   0.00,   0.00,   0.02,   0.00,   0.00,   0.00
362, 105.87,   0.02,  12.34,   0.00,   0.00,   0.00,   0.01,   0.00,   0.00,   0.00
363, 105.87,   0.02,  12.34,   0.00,   0.00,   0.00,   0.01,   0.00,   0.00,   0.00
364, 105.87,   0.02,  12.34,   0.00,   0.00,   0.00,   0.01,   0.00,   0.00,   0.00
365, 105.87,   0.02,  12.35,   0.00,   0.00,   0.00,   0.01,   0.00,   0.00,   0.00
