Daily P pools (kg P/ha) and fluxes (kg P/ha/day) at site boone in year 1
Day,OrganicP,LabileP,SorbedP,ComplexP,CropDemandP,DayUptakeP,CropP, Leach_P, SO4, H2S_flux
264, 135.06,   0.04,  30.12,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
265, 135.05,   0.04,  30.14,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
266, 135.03,   0.04,  30.15,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
267, 135.01,   0.04,  30.17,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
268, 134.99,   0.04,  30.18,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
269, 134.98,   0.04,  30.20,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
270, 134.96,   0.04,  30.22,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
271, 134.94,   0.04,  30.24,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
272, 134.93,   0.04,  30.25,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
273, 134.91,   0.04,  30.27,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
274, 148.30,   0.03,  30.28,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
275, 148.29,   0.03,  30.30,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
276, 148.28,   0.03,  30.31,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
277, 148.26,   0.03,  30.32,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
278, 165.89,   0.03,  30.38,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
279, 165.84,   0.03,  30.44,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
280, 165.79,   0.03,  30.48,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
281, 165.75,   0.03,  30.53,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
282, 165.71,   0.03,  30.57,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
283, 165.67,   0.03,  30.60,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
284, 165.64,   0.03,  30.63,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
285, 165.54,   0.04,  30.72,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
286, 165.45,   0.04,  30.82,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
287, 165.36,   0.04,  30.90,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
288, 165.27,   0.06,  30.98,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
289, 165.17,   0.06,  31.07,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
290, 165.08,   0.07,  31.16,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
291, 165.00,   0.07,  31.23,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
292, 164.94,   0.06,  31.30,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
293, 164.89,   0.06,  31.35,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
294, 164.83,   0.05,  31.41,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
295, 164.78,   0.05,  31.46,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
296, 164.73,   0.05,  31.51,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
297, 164.69,   0.05,  31.55,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
298, 164.66,   0.04,  31.58,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
299, 164.61,   0.04,  31.63,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
300, 164.53,   0.05,  31.70,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
301, 164.46,   0.05,  31.77,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
302, 164.38,   0.07,  31.82,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
303, 164.30,   0.08,  31.90,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
304, 164.23,   0.08,  31.97,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
305, 164.16,   0.07,  32.04,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
306, 164.09,   0.07,  32.11,   0.00,   0.00,   0.00,   7.05,   0.01,   0.00,   0.00
307, 164.02,   0.06,  32.17,   0.00,   0.00,   0.00,   7.05,   0.01,   0.00,   0.00
308, 163.95,   0.06,  32.23,   0.00,   0.00,   0.00,   7.05,   0.01,   0.00,   0.00
309, 163.89,   0.06,  32.29,   0.00,   0.00,   0.00,   7.05,   0.01,   0.00,   0.00
310, 163.84,   0.06,  32.34,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
311, 163.79,   0.05,  32.39,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
312, 163.75,   0.05,  32.43,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
313, 163.72,   0.05,  32.46,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
314, 163.70,   0.05,  32.48,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
315, 163.67,   0.04,  32.51,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
316, 163.64,   0.04,  32.54,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
317, 163.60,   0.04,  32.58,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
318, 163.56,   0.04,  32.61,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
319, 163.54,   0.04,  32.64,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
320, 163.52,   0.04,  32.66,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
321, 163.49,   0.04,  32.69,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
322, 163.47,   0.04,  32.71,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
323, 163.45,   0.04,  32.73,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
324, 163.41,   0.04,  32.77,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
325, 163.36,   0.04,  32.81,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
326, 163.33,   0.04,  32.85,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
327, 163.30,   0.04,  32.88,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
328, 163.27,   0.04,  32.91,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
329, 163.24,   0.04,  32.93,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
330, 163.21,   0.04,  32.96,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
331, 163.19,   0.04,  32.98,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
332, 163.15,   0.05,  33.01,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
333, 163.11,   0.05,  33.05,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
334, 163.08,   0.05,  33.08,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
335, 163.06,   0.05,  33.11,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
336, 163.04,   0.04,  33.13,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
337, 163.02,   0.04,  33.14,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
338, 163.01,   0.04,  33.15,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
339, 163.00,   0.04,  33.16,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
340, 162.99,   0.04,  33.17,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
341, 162.98,   0.04,  33.18,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
342, 162.97,   0.04,  33.19,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
343, 162.96,   0.04,  33.20,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
344, 162.96,   0.04,  33.21,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
345, 162.95,   0.05,  33.21,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
346, 162.94,   0.05,  33.22,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
347, 162.93,   0.05,  33.23,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
348, 162.92,   0.05,  33.24,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
349, 162.91,   0.05,  33.25,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
350, 162.90,   0.05,  33.26,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
351, 162.89,   0.06,  33.26,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
352, 162.88,   0.05,  33.27,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
353, 162.87,   0.05,  33.28,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
354, 162.86,   0.05,  33.29,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
355, 162.85,   0.05,  33.30,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
356, 162.85,   0.05,  33.31,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
357, 162.84,   0.05,  33.32,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
358, 162.83,   0.05,  33.32,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
359, 162.83,   0.05,  33.33,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
360, 162.82,   0.05,  33.34,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
361, 162.81,   0.05,  33.35,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
362, 162.80,   0.05,  33.35,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
363, 162.80,   0.05,  33.36,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
364, 162.79,   0.05,  33.37,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
365, 162.79,   0.04,  33.38,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
