Daily P pools (kg P/ha) and fluxes (kg P/ha/day) at site boone in year 1
Day,OrganicP,LabileP,SorbedP,ComplexP,CropDemandP,DayUptakeP,CropP, Leach_P, SO4, H2S_flux
 43, 137.87,   0.05,  34.60,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 44, 137.86,   0.04,  34.60,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 45, 137.86,   0.04,  34.61,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 46, 137.86,   0.04,  34.61,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 47, 137.86,   0.04,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 48, 137.85,   0.04,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 49, 137.85,   0.04,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 50, 137.85,   0.04,  34.63,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 51, 137.84,   0.04,  34.63,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 52, 137.84,   0.04,  34.63,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 53, 137.84,   0.05,  34.63,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 54, 137.84,   0.06,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 55, 137.83,   0.06,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 56, 137.83,   0.07,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 57, 137.82,   0.07,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 58, 137.82,   0.07,  34.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 59, 137.81,   0.07,  34.63,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 60, 137.81,   0.06,  34.64,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 61, 137.80,   0.07,  34.64,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 62, 137.80,   0.07,  34.64,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 63, 137.79,   0.07,  34.65,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 64, 137.79,   0.07,  34.65,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 65, 137.79,   0.07,  34.66,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 66, 137.78,   0.06,  34.67,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 67, 137.78,   0.06,  34.67,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 68, 137.77,   0.06,  34.68,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 69, 137.77,   0.05,  34.69,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 70, 137.76,   0.05,  34.70,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 71, 137.76,   0.05,  34.70,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 72, 137.76,   0.05,  34.71,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 73, 137.75,   0.05,  34.71,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 74, 137.75,   0.05,  34.71,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 75, 137.75,   0.05,  34.72,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 76, 137.74,   0.04,  34.72,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 77, 137.74,   0.04,  34.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 78, 137.74,   0.04,  34.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 79, 137.73,   0.04,  34.74,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 80, 137.73,   0.04,  34.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 81, 137.73,   0.04,  34.74,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 82, 137.73,   0.05,  34.74,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 83, 137.72,   0.05,  34.74,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 84, 137.72,   0.05,  34.75,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 85, 137.72,   0.05,  34.75,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 86, 137.71,   0.05,  34.75,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 87, 137.71,   0.05,  34.75,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 88, 137.70,   0.06,  34.75,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 89, 137.70,   0.08,  34.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 90, 137.70,   0.09,  34.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 91, 137.69,   0.09,  34.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 92, 137.69,   0.10,  34.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 93, 137.68,   0.09,  34.74,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 94, 137.68,   0.09,  34.74,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 95, 137.67,   0.09,  34.75,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 96, 137.67,   0.08,  34.76,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 97, 137.66,   0.08,  34.77,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 98, 137.66,   0.07,  34.78,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 99, 137.65,   0.07,  34.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
100, 137.65,   0.06,  34.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
101, 137.64,   0.07,  34.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
102, 137.64,   0.08,  34.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
103, 137.64,   0.08,  34.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
104, 137.63,   0.08,  34.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
105, 137.63,   0.08,  34.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
106, 137.62,   0.08,  34.81,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
107, 137.62,   0.07,  34.82,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
108, 137.61,   0.07,  34.83,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
109, 137.61,   0.06,  34.84,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
110, 137.60,   0.06,  34.85,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
111, 137.60,   0.06,  34.86,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
112, 137.60,   0.06,  34.86,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
113, 137.59,   0.06,  34.86,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
114, 137.59,   0.06,  34.87,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
115, 137.58,   0.06,  34.87,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
116, 137.58,   0.06,  34.87,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
117, 137.58,   0.07,  34.87,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
118, 137.56,   0.07,  34.81,   0.00,   0.03,   0.07,   0.07,   0.00,   0.00,   0.00
119, 137.54,   0.07,  34.76,   0.00,   0.08,   0.07,   0.13,   0.00,   0.00,   0.00
120, 137.53,   0.07,  34.71,   0.00,   0.03,   0.07,   0.20,   0.00,   0.00,   0.00
121, 137.51,   0.06,  34.66,   0.00,   0.03,   0.07,   0.27,   0.00,   0.00,   0.00
122, 137.49,   0.06,  34.62,   0.00,   0.06,   0.06,   0.33,   0.00,   0.00,   0.00
123, 137.48,   0.05,  34.57,   0.00,   0.03,   0.06,   0.39,   0.00,   0.00,   0.00
124, 137.47,   0.05,  34.53,   0.00,   0.01,   0.05,   0.44,   0.00,   0.00,   0.00
125, 137.45,   0.05,  34.50,   0.00,   0.02,   0.05,   0.50,   0.00,   0.00,   0.00
126, 137.44,   0.05,  34.46,   0.00,   0.02,   0.05,   0.54,   0.00,   0.00,   0.00
127, 137.43,   0.04,  34.43,   0.00,   0.06,   0.05,   0.59,   0.00,   0.00,   0.00
128, 137.41,   0.04,  34.40,   0.00,   0.04,   0.04,   0.63,   0.00,   0.00,   0.00
129, 137.40,   0.04,  34.37,   0.00,   0.02,   0.04,   0.68,   0.00,   0.00,   0.00
130, 137.39,   0.04,  34.34,   0.00,   0.04,   0.04,   0.72,   0.00,   0.00,   0.00
131, 137.38,   0.04,  34.31,   0.00,   0.03,   0.04,   0.76,   0.00,   0.00,   0.00
132, 137.36,   0.04,  34.28,   0.00,   0.02,   0.04,   0.81,   0.00,   0.00,   0.00
133, 137.35,   0.04,  34.25,   0.00,   0.02,   0.04,   0.85,   0.00,   0.00,   0.00
134, 137.34,   0.04,  34.22,   0.00,   0.04,   0.04,   0.89,   0.00,   0.00,   0.00
135, 137.32,   0.04,  34.18,   0.00,   0.03,   0.04,   0.94,   0.00,   0.00,   0.00
136, 137.31,   0.04,  34.15,   0.00,   0.01,   0.04,   0.98,   0.00,   0.00,   0.00
137, 137.30,   0.04,  34.12,   0.00,   0.01,   0.04,   1.02,   0.00,   0.00,   0.00
138, 137.29,   0.04,  34.09,   0.00,   0.01,   0.04,   1.06,   0.00,   0.00,   0.00
139, 137.28,   0.04,  34.06,   0.00,   0.08,   0.04,   1.10,   0.00,   0.00,   0.00
140, 137.27,   0.04,  34.04,   0.00,   0.14,   0.04,   1.14,   0.00,   0.00,   0.00
141, 137.26,   0.04,  34.01,   0.00,   0.11,   0.04,   1.18,   0.00,   0.00,   0.00
142, 137.25,   0.04,  33.98,   0.00,   0.04,   0.04,   1.22,   0.00,   0.00,   0.00
143, 137.23,   0.04,  33.95,   0.00,   0.02,   0.04,   1.26,   0.00,   0.00,   0.00
144, 137.22,   0.04,  33.92,   0.00,   0.01,   0.04,   1.30,   0.00,   0.00,   0.00
145, 137.21,   0.04,  33.88,   0.00,   0.02,   0.04,   1.34,   0.00,   0.00,   0.00
146, 137.20,   0.06,  33.84,   0.00,   0.02,   0.04,   1.39,   0.00,   0.00,   0.00
147, 137.19,   0.08,  33.77,   0.00,   0.03,   0.06,   1.44,   0.00,   0.00,   0.00
148, 137.17,   0.10,  33.69,   0.00,   0.06,   0.08,   1.52,   0.00,   0.00,   0.00
149, 137.16,   0.11,  33.59,   0.00,   0.59,   0.10,   1.62,   0.00,   0.00,   0.00
150, 137.14,   0.10,  33.51,   0.00,   0.79,   0.11,   1.73,   0.00,   0.00,   0.00
151, 137.12,   0.09,  33.43,   0.00,   0.69,   0.10,   1.83,   0.01,   0.00,   0.00
152, 137.11,   0.09,  33.34,   0.00,   0.43,   0.09,   1.92,   0.02,   0.00,   0.00
153, 137.09,   0.09,  33.26,   0.00,   0.43,   0.09,   2.01,   0.01,   0.00,   0.00
154, 137.07,   0.08,  33.18,   0.00,   0.43,   0.09,   2.09,   0.01,   0.00,   0.00
155, 137.05,   0.08,  33.11,   0.00,   0.54,   0.08,   2.18,   0.01,   0.00,   0.00
156, 137.03,   0.07,  33.05,   0.00,   0.36,   0.08,   2.25,   0.01,   0.00,   0.00
157, 137.01,   0.07,  32.99,   0.00,   0.80,   0.07,   2.32,   0.01,   0.00,   0.00
158, 136.99,   0.07,  32.93,   0.00,   0.80,   0.07,   2.39,   0.01,   0.00,   0.00
159, 136.97,   0.07,  32.87,   0.00,   0.57,   0.07,   2.47,   0.01,   0.00,   0.00
160, 136.95,   0.07,  32.82,   0.00,   0.60,   0.07,   2.54,   0.01,   0.00,   0.00
161, 136.93,   0.06,  32.78,   0.00,   0.94,   0.07,   2.60,   0.00,   0.00,   0.00
162, 136.91,   0.06,  32.73,   0.00,   1.02,   0.06,   2.67,   0.00,   0.00,   0.00
163, 136.89,   0.06,  32.69,   0.00,   1.06,   0.06,   2.73,   0.00,   0.00,   0.00
164, 136.87,   0.05,  32.65,   0.00,   0.59,   0.06,   2.78,   0.00,   0.00,   0.00
165, 136.85,   0.05,  32.62,   0.00,   0.62,   0.05,   2.84,   0.00,   0.00,   0.00
166, 136.83,   0.05,  32.58,   0.00,   0.85,   0.05,   2.89,   0.00,   0.00,   0.00
167, 136.82,   0.05,  32.55,   0.00,   0.50,   0.05,   2.95,   0.00,   0.00,   0.00
168, 136.80,   0.05,  32.52,   0.00,   0.44,   0.05,   3.00,   0.00,   0.00,   0.00
169, 136.78,   0.05,  32.48,   0.00,   0.52,   0.05,   3.05,   0.00,   0.00,   0.00
170, 136.77,   0.05,  32.46,   0.00,   0.87,   0.05,   3.09,   0.00,   0.00,   0.00
171, 136.75,   0.04,  32.43,   0.00,   0.93,   0.05,   3.14,   0.00,   0.00,   0.00
172, 136.73,   0.05,  32.40,   0.00,   0.66,   0.04,   3.18,   0.00,   0.00,   0.00
173, 136.72,   0.06,  32.36,   0.00,   0.48,   0.05,   3.23,   0.00,   0.00,   0.00
174, 136.70,   0.07,  32.30,   0.00,   0.67,   0.06,   3.29,   0.00,   0.00,   0.00
175, 136.68,   0.08,  32.24,   0.00,   1.26,   0.07,   3.36,   0.00,   0.00,   0.00
176, 136.66,   0.08,  32.18,   0.00,   1.86,   0.08,   3.44,   0.00,   0.00,   0.00
177, 136.64,   0.08,  32.12,   0.00,   2.18,   0.08,   3.52,   0.00,   0.00,   0.00
178, 136.62,   0.07,  32.07,   0.00,   2.28,   0.08,   3.60,   0.00,   0.00,   0.00
179, 136.60,   0.06,  32.02,   0.00,   1.69,   0.07,   3.67,   0.00,   0.00,   0.00
180, 136.58,   0.06,  31.98,   0.00,   1.39,   0.06,   3.73,   0.00,   0.00,   0.00
181, 136.56,   0.05,  31.95,   0.00,   1.53,   0.06,   3.79,   0.00,   0.00,   0.00
182, 136.53,   0.05,  31.92,   0.00,   1.21,   0.05,   3.84,   0.00,   0.00,   0.00
183, 136.52,   0.05,  31.89,   0.00,   1.25,   0.05,   3.89,   0.00,   0.00,   0.00
184, 136.50,   0.04,  31.86,   0.00,   1.38,   0.05,   3.94,   0.00,   0.00,   0.00
185, 136.48,   0.04,  31.84,   0.00,   1.63,   0.04,   3.98,   0.00,   0.00,   0.00
186, 136.46,   0.04,  31.82,   0.00,   1.93,   0.04,   4.02,   0.00,   0.00,   0.00
187, 136.45,   0.04,  31.80,   0.00,   1.96,   0.04,   4.06,   0.00,   0.00,   0.00
188, 136.43,   0.04,  31.78,   0.00,   2.01,   0.04,   4.10,   0.00,   0.00,   0.00
189, 136.41,   0.03,  31.76,   0.00,   2.08,   0.04,   4.13,   0.00,   0.00,   0.00
190, 136.40,   0.04,  31.74,   0.00,   1.63,   0.03,   4.17,   0.00,   0.00,   0.00
191, 136.38,   0.03,  31.72,   0.00,   0.93,   0.04,   4.20,   0.00,   0.00,   0.00
192, 136.37,   0.04,  31.70,   0.00,   0.77,   0.03,   4.24,   0.00,   0.00,   0.00
193, 136.35,   0.04,  31.67,   0.00,   1.00,   0.04,   4.28,   0.00,   0.00,   0.00
194, 136.33,   0.04,  31.65,   0.00,   1.33,   0.04,   4.32,   0.00,   0.00,   0.00
195, 136.31,   0.04,  31.62,   0.00,   1.19,   0.04,   4.36,   0.00,   0.00,   0.00
196, 136.29,   0.04,  31.60,   0.00,   1.13,   0.04,   4.40,   0.00,   0.00,   0.00
197, 136.28,   0.04,  31.57,   0.00,   1.03,   0.04,   4.45,   0.00,   0.00,   0.00
198, 136.26,   0.04,  31.55,   0.00,   1.17,   0.04,   4.49,   0.00,   0.00,   0.00
199, 136.24,   0.04,  31.52,   0.00,   1.15,   0.04,   4.53,   0.00,   0.00,   0.00
200, 136.22,   0.05,  31.49,   0.00,   1.05,   0.04,   4.58,   0.00,   0.00,   0.00
201, 136.20,   0.05,  31.47,   0.00,   0.98,   0.05,   4.63,   0.00,   0.00,   0.00
202, 136.18,   0.05,  31.44,   0.00,   1.16,   0.05,   4.67,   0.00,   0.00,   0.00
203, 136.16,   0.05,  31.41,   0.00,   1.39,   0.05,   4.72,   0.00,   0.00,   0.00
204, 136.14,   0.06,  31.37,   0.00,   1.33,   0.05,   4.77,   0.00,   0.00,   0.00
205, 136.12,   0.06,  31.32,   0.00,   1.29,   0.06,   4.83,   0.00,   0.00,   0.00
206, 136.10,   0.07,  31.28,   0.00,   1.17,   0.06,   4.89,   0.00,   0.00,   0.00
207, 136.08,   0.07,  31.23,   0.00,   1.13,   0.07,   4.96,   0.00,   0.00,   0.00
208, 136.06,   0.06,  31.19,   0.00,   1.28,   0.07,   5.02,   0.00,   0.00,   0.00
209, 136.04,   0.06,  31.15,   0.00,   1.14,   0.06,   5.09,   0.00,   0.00,   0.00
210, 136.02,   0.06,  31.11,   0.00,   0.92,   0.06,   5.15,   0.00,   0.00,   0.00
211, 136.00,   0.05,  31.08,   0.00,   0.83,   0.06,   5.21,   0.00,   0.00,   0.00
212, 135.98,   0.05,  31.05,   0.00,   0.72,   0.05,   5.26,   0.00,   0.00,   0.00
213, 135.96,   0.05,  31.02,   0.00,   0.54,   0.05,   5.31,   0.00,   0.00,   0.00
214, 135.93,   0.05,  30.98,   0.00,   0.55,   0.05,   5.36,   0.00,   0.00,   0.00
215, 135.91,   0.06,  30.94,   0.00,   0.76,   0.05,   5.41,   0.00,   0.00,   0.00
216, 135.89,   0.06,  30.90,   0.00,   0.89,   0.06,   5.47,   0.00,   0.00,   0.00
217, 135.87,   0.07,  30.86,   0.00,   0.89,   0.06,   5.53,   0.00,   0.00,   0.00
218, 135.85,   0.07,  30.81,   0.00,   0.85,   0.07,   5.60,   0.00,   0.00,   0.00
219, 135.83,   0.07,  30.76,   0.00,   0.76,   0.07,   5.66,   0.00,   0.00,   0.00
220, 135.81,   0.08,  30.70,   0.00,   0.70,   0.07,   5.73,   0.00,   0.00,   0.00
221, 135.79,   0.08,  30.64,   0.00,   0.70,   0.08,   5.81,   0.00,   0.00,   0.00
222, 135.77,   0.08,  30.57,   0.00,   0.75,   0.08,   5.90,   0.00,   0.00,   0.00
223, 135.75,   0.08,  30.51,   0.00,   0.75,   0.08,   5.98,   0.00,   0.00,   0.00
224, 135.73,   0.08,  30.45,   0.00,   0.68,   0.08,   6.06,   0.00,   0.00,   0.00
225, 135.71,   0.07,  30.39,   0.00,   0.63,   0.08,   6.13,   0.01,   0.00,   0.00
226, 135.69,   0.07,  30.33,   0.00,   0.57,   0.07,   6.21,   0.01,   0.00,   0.00
227, 135.67,   0.07,  30.28,   0.00,   0.54,   0.07,   6.28,   0.01,   0.00,   0.00
228, 135.65,   0.06,  30.23,   0.00,   0.52,   0.07,   6.35,   0.01,   0.00,   0.00
229, 135.63,   0.06,  30.19,   0.00,   0.43,   0.06,   6.41,   0.00,   0.00,   0.00
230, 135.61,   0.05,  30.15,   0.00,   0.33,   0.06,   6.47,   0.00,   0.00,   0.00
231, 135.59,   0.05,  30.12,   0.00,   0.31,   0.05,   6.52,   0.00,   0.00,   0.00
232, 135.57,   0.05,  30.09,   0.00,   0.33,   0.05,   6.57,   0.00,   0.00,   0.00
233, 135.55,   0.05,  30.06,   0.00,   0.33,   0.05,   6.62,   0.00,   0.00,   0.00
234, 135.53,   0.04,  30.04,   0.00,   0.33,   0.05,   6.67,   0.00,   0.00,   0.00
235, 135.51,   0.04,  30.01,   0.00,   0.26,   0.04,   6.71,   0.00,   0.00,   0.00
236, 135.50,   0.04,  29.99,   0.00,   0.12,   0.04,   6.75,   0.00,   0.00,   0.00
237, 135.48,   0.04,  29.97,   0.00,   0.11,   0.04,   6.79,   0.00,   0.00,   0.00
238, 135.46,   0.04,  29.95,   0.00,   0.12,   0.04,   6.83,   0.00,   0.00,   0.00
239, 135.44,   0.04,  29.93,   0.00,   0.13,   0.04,   6.87,   0.00,   0.00,   0.00
240, 135.43,   0.04,  29.91,   0.00,   0.06,   0.04,   6.90,   0.00,   0.00,   0.00
241, 135.41,   0.04,  29.89,   0.00,   0.04,   0.04,   6.94,   0.00,   0.00,   0.00
242, 135.39,   0.04,  29.87,   0.00,   0.05,   0.04,   6.98,   0.00,   0.00,   0.00
243, 135.37,   0.04,  29.85,   0.00,   0.01,   0.04,   7.01,   0.00,   0.00,   0.00
244, 135.36,   0.04,  29.83,   0.00,   0.01,   0.04,   7.05,   0.00,   0.00,   0.00
245, 135.34,   0.04,  29.84,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
246, 135.33,   0.04,  29.86,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
247, 135.31,   0.04,  29.88,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
248, 135.29,   0.04,  29.89,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
249, 135.28,   0.04,  29.91,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
250, 135.26,   0.04,  29.93,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
251, 135.24,   0.04,  29.94,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
252, 135.23,   0.04,  29.96,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
253, 135.21,   0.03,  29.97,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
254, 135.20,   0.03,  29.99,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
255, 135.19,   0.03,  30.00,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
256, 135.18,   0.03,  30.02,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
257, 135.16,   0.03,  30.03,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
258, 135.15,   0.03,  30.04,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
259, 135.14,   0.03,  30.05,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
260, 135.12,   0.03,  30.07,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
261, 135.11,   0.03,  30.08,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
262, 135.09,   0.04,  30.09,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
263, 135.08,   0.04,  30.11,   0.00,   0.00,   0.00,   7.05,   0.00,   0.00,   0.00
