Daily soil climate at site boone in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
172,  17.00,  10.00,    2.3,   19.4,   19.4,   18.7,   17.5,   15.9,   14.8,   14.1,   0.48,   0.48,   0.51,   0.35,   0.34,   0.35,   0.36,    0.0,   15.6,   19.7,   19.7,   19.3,   19.0,    0.0,  326.4,  412.8,  410.8,  403.0,  397.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   65.2,  55.37,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
173,  15.50,  34.00,    1.4,   16.9,   16.9,   16.7,   16.4,   15.7,   15.0,   14.2,   0.68,   0.68,   0.80,   0.88,   0.40,   0.35,   0.35,    0.0,   11.0,   17.7,   19.7,   19.6,   19.3,    0.0,  229.0,  370.2,  411.0,  408.6,  404.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   96.9,  55.45,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
174,  17.25,  21.00,    1.9,   18.8,   18.8,   17.8,   16.6,   15.6,   15.0,   14.3,   0.66,   0.66,   0.78,   0.89,   0.86,   0.44,   0.35,    0.0,    4.4,    4.3,   14.3,   18.8,   19.4,    0.0,   90.9,   90.7,  298.6,  392.3,  405.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  115.2,  55.35,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
175,  21.25,   0.00,    3.6,   23.7,   23.7,   20.8,   17.7,   15.8,   15.0,   14.4,   0.53,   0.53,   0.63,   0.75,   0.83,   0.65,   0.41,   10.9,    8.6,    4.8,    4.0,   13.3,   18.4,  228.3,  180.6,  100.5,   84.0,  277.4,  385.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  111.5,  54.63,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
176,  24.75,   0.00,    4.2,   27.8,   27.8,   24.0,   19.6,   16.2,   15.1,   14.5,   0.45,   0.45,   0.52,   0.64,   0.74,   0.75,   0.54,   14.9,   13.1,    9.1,    6.2,    8.4,   15.5,  311.9,  273.5,  189.8,  130.3,  176.4,  324.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  106.7,  54.33,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
177,  26.75,   0.00,    3.8,   29.1,   29.1,   25.6,   21.2,   17.0,   15.4,   14.6,   0.40,   0.40,   0.45,   0.55,   0.66,   0.70,   0.66,   17.2,   15.8,   12.4,    8.8,    7.7,   11.7,  360.4,  329.6,  258.1,  183.3,  161.5,  244.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  100.3,  55.65,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
178,  27.50,   0.00,    3.7,   29.8,   29.8,   26.6,   22.3,   17.8,   15.8,   14.8,   0.36,   0.36,   0.40,   0.48,   0.59,   0.64,   0.66,   18.8,   17.6,   14.7,   11.2,    9.6,    9.7,  392.4,  367.4,  307.4,  234.8,  200.5,  203.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   92.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
179,  24.00,   0.00,    3.4,   26.6,   26.6,   24.9,   22.2,   18.5,   16.3,   15.1,   0.33,   0.33,   0.37,   0.43,   0.53,   0.58,   0.62,   19.8,   18.8,   16.5,   13.3,   11.4,   10.5,  413.5,  393.5,  343.9,  277.9,  239.3,  218.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   84.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
180,  22.50,   0.00,    3.4,   25.3,   25.3,   24.0,   21.8,   18.8,   16.8,   15.4,   0.31,   0.31,   0.34,   0.40,   0.48,   0.53,   0.57,   20.5,   19.7,   17.8,   15.0,   13.1,   11.9,  429.1,  412.4,  371.4,  313.8,  274.4,  248.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   77.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
181,  23.50,   0.00,    3.5,   26.1,   26.1,   24.4,   21.9,   19.0,   17.1,   15.8,   0.30,   0.30,   0.32,   0.37,   0.44,   0.49,   0.52,   21.1,   20.4,   18.8,   16.4,   14.6,   13.4,  441.0,  426.6,  392.4,  341.9,  305.8,  279.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   70.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
182,  21.50,   0.00,    3.7,   25.1,   25.1,   23.8,   21.8,   19.2,   17.4,   16.1,   0.29,   0.29,   0.31,   0.34,   0.40,   0.44,   0.47,   21.5,   20.9,   19.6,   18.0,   16.1,   14.8,  449.1,  437.2,  408.8,  375.8,  335.9,  309.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   65.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
183,  22.00,   0.00,    3.6,   25.2,   25.2,   23.9,   21.9,   19.3,   17.6,   16.4,   0.28,   0.28,   0.29,   0.32,   0.37,   0.41,   0.43,   21.8,   21.3,   20.2,   18.8,   17.3,   16.2,  456.1,  445.8,  422.5,  393.8,  361.5,  338.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.8,  56.90,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
184,  23.00,   0.00,    3.3,   25.5,   25.5,   24.1,   22.0,   19.5,   17.9,   16.7,   0.27,   0.27,   0.28,   0.31,   0.35,   0.38,   0.40,   22.1,   21.7,   20.7,   19.3,   18.2,   17.4,  461.6,  452.6,  433.4,  404.4,  381.3,  363.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   57.2,  56.18,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
185,  24.75,   0.00,    3.6,   27.3,   27.3,   25.3,   22.6,   19.7,   18.1,   16.9,   0.27,   0.27,   0.27,   0.29,   0.33,   0.35,   0.37,   22.4,   21.9,   21.1,   20.0,   19.0,   18.3,  467.3,  458.4,  441.7,  417.1,  397.7,  382.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   54.3,  54.65,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
186,  27.00,   0.00,    3.6,   29.4,   29.4,   26.9,   23.6,   20.2,   18.4,   17.1,   0.26,   0.26,   0.27,   0.28,   0.31,   0.33,   0.35,   22.5,   22.1,   21.5,   20.5,   19.7,   19.1,  471.2,  462.8,  448.6,  427.9,  411.6,  399.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   51.8,  52.66,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
187,  27.50,   0.00,    3.5,   29.8,   29.8,   27.5,   24.3,   20.7,   18.7,   17.4,   0.26,   0.26,   0.26,   0.27,   0.30,   0.32,   0.33,   22.7,   22.3,   21.7,   20.9,   20.3,   19.7,  473.8,  466.3,  454.2,  437.0,  423.3,  412.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   49.7,  50.48,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
188,  25.25,   0.00,    3.6,   28.2,   28.2,   26.6,   24.3,   21.1,   19.1,   17.7,   0.25,   0.25,   0.26,   0.27,   0.29,   0.30,   0.31,   22.9,   22.4,   22.0,   21.3,   20.7,   20.3,  479.0,  469.2,  458.8,  444.5,  433.1,  424.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.0,  47.93,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
189,  25.75,   0.00,    3.6,   28.5,   28.5,   26.8,   24.4,   21.4,   19.4,   18.0,   0.24,   0.24,   0.25,   0.26,   0.28,   0.29,   0.30,   23.0,   22.6,   22.1,   21.6,   21.1,   20.8,  481.7,  471.8,  462.5,  450.7,  441.2,  433.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   46.6,  45.17,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
190,  23.25,   4.00,    2.5,   25.9,   25.9,   25.1,   23.7,   21.5,   19.7,   18.3,   0.34,   0.34,   0.34,   0.27,   0.27,   0.28,   0.29,   11.9,   19.7,   21.9,   21.8,   21.4,   21.1,  248.8,  411.2,  457.3,  455.0,  447.8,  441.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   49.4,  43.22,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
191,  19.00,   0.00,    2.9,   21.9,   21.9,   21.8,   21.6,   20.8,   19.7,   18.5,   0.29,   0.29,   0.30,   0.29,   0.27,   0.28,   0.28,   20.4,   20.1,   21.4,   21.9,   21.7,   21.4,  426.3,  421.2,  447.9,  457.3,  452.7,  448.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   48.3,  40.97,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
192,  18.25,  11.00,    1.7,   20.0,   20.0,   19.9,   19.9,   19.8,   19.3,   18.6,   0.50,   0.50,   0.53,   0.34,   0.28,   0.28,   0.28,    0.0,   15.7,   20.4,   21.7,   21.7,   21.6,    0.0,  328.8,  426.8,  453.1,  453.9,  452.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   58.4,  39.68,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
193,  20.25,   8.00,    2.4,   22.5,   22.5,   21.5,   20.4,   19.6,   19.2,   18.5,   0.52,   0.52,   0.58,   0.46,   0.30,   0.28,   0.28,    0.0,   10.7,   17.8,   21.2,   21.7,   21.7,    0.0,  223.6,  372.1,  444.1,  452.7,  453.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   65.4,  37.90,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
194,  22.50,   0.00,    3.3,   25.0,   25.0,   23.3,   21.3,   19.8,   19.1,   18.4,   0.40,   0.40,   0.45,   0.48,   0.35,   0.29,   0.28,   15.0,   14.0,   15.0,   20.1,   21.4,   21.7,  314.0,  292.0,  312.9,  420.3,  447.5,  453.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   64.1,  35.50,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
195,  21.50,   0.00,    3.0,   24.1,   24.1,   23.1,   21.7,   20.0,   19.1,   18.3,   0.35,   0.35,   0.38,   0.42,   0.41,   0.33,   0.29,   18.4,   17.5,   16.0,   18.3,   20.7,   21.5,  384.9,  365.3,  334.8,  382.2,  431.6,  449.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   62.9,  33.27,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
196,  21.25,   0.00,    2.9,   23.7,   23.7,   22.9,   21.7,   20.2,   19.2,   18.3,   0.32,   0.32,   0.34,   0.38,   0.41,   0.37,   0.31,   20.0,   19.3,   17.8,   17.3,   19.4,   21.0,  418.2,  402.7,  372.6,  362.1,  404.9,  438.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   61.6,  31.23,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
197,  20.75,   1.00,    2.9,   23.3,   23.3,   22.6,   21.7,   20.3,   19.3,   18.3,   0.31,   0.31,   0.33,   0.36,   0.38,   0.39,   0.35,   18.3,   19.6,   19.0,   18.0,   18.4,   20.1,  381.9,  409.0,  396.7,  376.7,  384.0,  419.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   60.9,  29.55,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
198,  22.00,   0.00,    3.2,   24.7,   24.7,   23.5,   22.0,   20.3,   19.3,   18.3,   0.29,   0.29,   0.31,   0.33,   0.36,   0.37,   0.37,   21.2,   20.6,   19.7,   18.7,   18.4,   19.2,  442.8,  431.6,  410.7,  391.8,  385.1,  400.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   58.6,  28.05,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
199,  22.00,   7.00,    2.4,   24.3,   24.3,   23.4,   22.1,   20.5,   19.4,   18.4,   0.43,   0.43,   0.44,   0.34,   0.35,   0.36,   0.36,    0.0,   15.6,   19.7,   19.4,   18.9,   18.8,    0.0,  326.4,  411.0,  404.5,  395.6,  393.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   63.1,  27.64,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
200,  21.50,  11.00,    2.2,   23.7,   23.7,   23.0,   22.0,   20.5,   19.4,   18.4,   0.55,   0.55,   0.60,   0.42,   0.35,   0.35,   0.36,    0.0,   12.6,   18.5,   19.6,   19.3,   19.1,    0.0,  263.4,  387.3,  408.9,  404.1,  399.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   71.5,  27.45,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
201,  21.00,   0.00,    3.4,   24.3,   24.3,   23.4,   22.1,   20.6,   19.5,   18.5,   0.41,   0.41,   0.46,   0.49,   0.36,   0.35,   0.35,   14.3,   13.3,   15.6,   19.5,   19.5,   19.3,  297.9,  277.7,  326.6,  407.4,  407.4,  404.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   68.5,  26.47,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
202,  22.75,   0.00,    3.2,   25.3,   25.3,   24.1,   22.4,   20.6,   19.5,   18.5,   0.35,   0.35,   0.39,   0.43,   0.41,   0.36,   0.35,   18.2,   17.2,   15.9,   18.2,   19.4,   19.5,  380.1,  360.2,  331.4,  381.1,  404.5,  407.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   66.0,  25.34,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
203,  24.75,  16.00,    2.1,   26.3,   26.3,   24.8,   22.9,   20.8,   19.6,   18.6,   0.59,   0.59,   0.65,   0.49,   0.42,   0.39,   0.35,    0.0,   13.8,   17.1,   17.3,   18.8,   19.4,    0.0,  289.5,  356.5,  362.4,  392.6,  405.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   79.6,  25.10,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
204,  24.25,  20.00,    1.9,   25.7,   25.7,   24.6,   23.0,   21.0,   19.7,   18.7,   0.66,   0.66,   0.77,   0.83,   0.46,   0.41,   0.37,    0.0,    8.1,   13.2,   16.9,   18.0,   19.0,    0.0,  168.9,  276.5,  354.2,  376.1,  398.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   97.0,  25.25,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
205,  24.25,   6.00,    1.9,   25.7,   25.7,   24.6,   23.1,   21.2,   19.8,   18.7,   0.59,   0.59,   0.69,   0.76,   0.59,   0.44,   0.39,    0.0,    5.6,    5.6,   14.1,   17.1,   18.4,    0.0,  116.6,  116.5,  294.9,  356.9,  385.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   99.9,  25.80,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
206,  24.00,   0.00,    2.8,   26.0,   26.0,   24.8,   23.2,   21.3,   20.0,   18.8,   0.48,   0.48,   0.55,   0.65,   0.68,   0.52,   0.43,   12.9,   11.0,    8.2,   10.5,   15.3,   17.6,  268.6,  230.5,  171.7,  219.2,  320.4,  367.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   96.2,  26.04,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
207,  23.50,   0.00,    3.5,   26.5,   26.5,   25.2,   23.4,   21.4,   20.1,   18.9,   0.41,   0.41,   0.47,   0.55,   0.62,   0.60,   0.48,   16.4,   14.9,   11.8,    9.9,   12.8,   16.2,  342.6,  311.5,  247.4,  206.0,  267.8,  339.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   91.9,  26.15,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
208,  25.50,   0.00,    3.1,   27.6,   27.6,   26.0,   23.8,   21.5,   20.2,   19.0,   0.36,   0.36,   0.41,   0.48,   0.56,   0.59,   0.55,   18.3,   17.1,   14.5,   11.9,   11.6,   14.4,  382.8,  358.3,  302.9,  249.1,  242.6,  300.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   86.7,  27.32,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
209,  24.00,   0.00,    3.0,   26.4,   26.4,   25.4,   23.8,   21.7,   20.3,   19.1,   0.34,   0.34,   0.37,   0.43,   0.51,   0.55,   0.56,   19.6,   18.6,   16.4,   13.8,   12.7,   13.0,  408.8,  389.2,  342.6,  288.6,  265.1,  272.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   80.6,  29.34,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
210,  22.25,   0.00,    3.0,   24.8,   24.8,   24.3,   23.4,   21.7,   20.4,   19.2,   0.31,   0.31,   0.34,   0.39,   0.46,   0.51,   0.53,   20.4,   19.7,   17.8,   15.4,   14.1,   13.4,  426.8,  410.8,  371.8,  321.8,  293.7,  279.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   74.5,  31.40,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
211,  22.25,   0.00,    3.3,   25.2,   25.2,   24.4,   23.3,   21.7,   20.5,   19.3,   0.29,   0.29,   0.32,   0.36,   0.43,   0.47,   0.49,   21.1,   20.4,   18.8,   16.5,   15.3,   14.4,  440.7,  426.6,  393.9,  344.0,  318.9,  300.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   69.0,  32.56,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
212,  21.00,   0.00,    3.3,   24.2,   24.2,   23.7,   23.0,   21.6,   20.5,   19.4,   0.27,   0.27,   0.29,   0.33,   0.40,   0.44,   0.46,   21.7,   21.1,   19.7,   17.2,   16.3,   15.4,  453.0,  440.6,  411.7,  360.3,  340.5,  322.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   64.1,  33.27,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
213,  18.75,  19.00,    1.8,   20.8,   20.8,   20.7,   20.7,   20.6,   20.2,   19.4,   0.60,   0.60,   0.66,   0.43,   0.38,   0.41,   0.43,    0.0,   15.8,   19.7,   18.6,   17.3,   16.5,    0.0,  331.0,  412.0,  388.0,  362.3,  344.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   79.0,  34.59,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
214,  19.75,  11.00,    1.9,   21.5,   21.5,   21.2,   20.8,   20.4,   20.0,   19.3,   0.62,   0.62,   0.70,   0.62,   0.40,   0.40,   0.41,    0.0,    8.0,   14.3,   18.3,   18.0,   17.4,    0.0,  166.8,  299.6,  383.5,  376.6,  364.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   86.4,  35.56,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
215,  23.00,   6.00,    2.5,   24.9,   24.9,   23.3,   21.5,   20.4,   19.8,   19.1,   0.56,   0.56,   0.64,   0.68,   0.46,   0.40,   0.40,    0.0,    7.2,    9.9,   17.0,   17.9,   17.9,    0.0,  150.0,  206.9,  354.8,  375.1,  373.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   88.7,  35.98,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
216,  24.50,  11.00,    2.1,   25.9,   25.9,   24.3,   22.3,   20.6,   19.8,   19.0,   0.60,   0.60,   0.69,   0.70,   0.56,   0.44,   0.40,    0.0,    8.5,    9.9,   14.4,   17.3,   17.9,    0.0,  177.9,  207.1,  300.8,  361.8,  374.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   96.2,  36.68,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
217,  24.50,  11.00,    1.9,   25.7,   25.7,   24.5,   22.8,   20.9,   19.8,   18.9,   0.62,   0.62,   0.71,   0.75,   0.63,   0.51,   0.42,    0.0,    7.4,    8.9,   12.0,   15.7,   17.5,    0.0,  153.7,  186.6,  249.8,  327.5,  366.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  103.5,  37.61,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
218,  24.75,   0.00,    2.7,   26.3,   26.3,   24.9,   23.1,   21.1,   19.9,   18.9,   0.48,   0.48,   0.56,   0.65,   0.67,   0.58,   0.47,   12.0,   10.3,    8.3,   10.3,   13.5,   16.4,  251.7,  214.4,  172.6,  215.8,  282.8,  343.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   99.2,  38.39,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
219,  24.00,   5.00,    2.3,   25.8,   25.8,   24.8,   23.2,   21.3,   20.0,   19.0,   0.48,   0.48,   0.55,   0.60,   0.64,   0.63,   0.53,    0.0,   10.3,   11.2,   10.1,   11.7,   14.8,    0.0,  214.6,  234.6,  210.2,  245.5,  308.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   99.3,  40.12,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
220,  23.00,  31.00,    2.1,   24.7,   24.7,   24.1,   23.0,   21.4,   20.1,   19.0,   0.68,   0.68,   0.80,   0.90,   0.70,   0.63,   0.59,    0.0,   10.4,   12.2,   11.2,   11.1,   13.1,    0.0,  218.0,  254.8,  234.8,  231.7,  273.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  124.3,  42.86,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
221,  24.00,   0.00,    2.5,   25.5,   25.5,   24.4,   23.0,   21.4,   20.2,   19.1,   0.53,   0.53,   0.63,   0.75,   0.80,   0.67,   0.62,   10.4,    8.1,    4.5,    6.9,   10.4,   11.8,  216.9,  168.7,   94.8,  145.1,  216.9,  246.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  117.1,  46.23,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
222,  25.50,   9.00,    2.2,   26.9,   26.9,   25.3,   23.4,   21.4,   20.2,   19.2,   0.57,   0.57,   0.66,   0.72,   0.75,   0.73,   0.65,    0.0,    8.6,    8.5,    6.4,    8.8,   10.9,    0.0,  180.2,  177.6,  134.5,  183.9,  228.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  118.4,  50.28,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
223,  25.75,   0.00,    2.8,   27.3,   27.3,   25.8,   23.8,   21.6,   20.3,   19.2,   0.46,   0.46,   0.53,   0.63,   0.71,   0.73,   0.69,   13.4,   11.8,    9.4,    7.8,    7.8,    9.8,  280.9,  247.4,  195.9,  163.9,  163.9,  204.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  109.9,  54.39,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
224,  24.75,  16.00,    2.3,   26.5,   26.5,   25.4,   23.9,   21.8,   20.4,   19.3,   0.62,   0.62,   0.71,   0.69,   0.67,   0.69,   0.70,    0.0,   10.8,   11.8,    9.5,    8.5,    8.9,    0.0,  225.3,  246.1,  198.4,  178.6,  185.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  117.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
225,  25.25,  10.00,    2.6,   27.3,   27.3,   25.9,   24.0,   21.9,   20.5,   19.4,   0.61,   0.61,   0.71,   0.74,   0.68,   0.68,   0.69,    0.0,    6.9,    8.9,    9.6,    9.4,    9.1,    0.0,  144.8,  185.1,  200.9,  196.4,  189.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  117.8,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
226,  25.00,   0.00,    3.4,   27.5,   27.5,   26.1,   24.3,   22.1,   20.6,   19.5,   0.45,   0.45,   0.54,   0.64,   0.69,   0.69,   0.69,   12.4,   10.6,    8.5,    8.0,    9.3,    9.4,  260.0,  221.9,  176.9,  167.4,  195.0,  196.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  108.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
227,  24.50,   0.00,    3.6,   27.5,   27.5,   26.2,   24.4,   22.2,   20.8,   19.5,   0.37,   0.37,   0.43,   0.54,   0.65,   0.68,   0.69,   17.1,   15.5,   12.2,    7.8,    9.0,    9.4,  358.2,  324.4,  255.8,  163.7,  187.6,  196.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   99.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
228,  25.00,   0.00,    3.5,   27.7,   27.7,   26.4,   24.6,   22.3,   20.9,   19.6,   0.32,   0.32,   0.37,   0.47,   0.59,   0.64,   0.67,   19.6,   18.3,   15.1,    9.7,    9.7,    9.4,  410.4,  382.2,  314.8,  201.8,  201.9,  197.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   90.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
229,  22.50,   0.00,    2.7,   24.6,   24.6,   24.3,   23.6,   22.3,   21.0,   19.8,   0.29,   0.29,   0.33,   0.41,   0.53,   0.59,   0.63,   20.9,   19.9,   17.1,   12.2,   11.1,   10.2,  437.2,  415.6,  357.8,  255.0,  232.3,  213.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   82.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
