Daily P pools (kg P/ha) and fluxes (kg P/ha/day) at site FarmTest1 in year 1
Day,OrganicP,LabileP,SorbedP,ComplexP,CropDemandP,DayUptakeP,CropP, Leach_P, SO4, H2S_flux
264, 183.21,   0.00,  17.20,   0.00,   0.40,   0.00,   1.21,   0.00,   0.05,   0.00
265, 183.21,   0.00,  17.20,   0.00,   0.28,   0.00,   1.22,   0.00,   0.05,   0.00
266, 183.20,   0.00,  17.20,   0.00,   0.22,   0.00,   1.22,   0.00,   0.05,   0.00
267, 183.20,   0.00,  17.20,   0.00,   0.24,   0.00,   1.22,   0.00,   0.05,   0.00
268, 183.19,   0.00,  17.20,   0.00,   0.33,   0.00,   1.23,   0.00,   0.05,   0.00
269, 183.19,   0.00,  17.20,   0.00,   0.23,   0.00,   1.23,   0.00,   0.05,   0.00
270, 183.18,   0.00,  17.20,   0.00,   0.10,   0.00,   1.24,   0.00,   0.05,   0.00
271, 183.18,   0.00,  17.20,   0.00,   0.38,   0.00,   1.24,   0.00,   0.05,   0.00
272, 183.17,   0.00,  17.20,   0.00,   0.39,   0.00,   1.25,   0.00,   0.05,   0.00
273, 183.17,   0.00,  17.20,   0.00,   0.16,   0.00,   1.25,   0.00,   0.05,   0.00
274, 197.34,   0.00,  17.20,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
275, 197.33,   0.00,  17.21,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
276, 197.33,   0.00,  17.21,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
277, 197.33,   0.00,  17.21,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
278, 197.32,   0.00,  17.22,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
279, 197.32,   0.00,  17.22,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
280, 197.32,   0.00,  17.22,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
281, 197.31,   0.00,  17.23,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
282, 197.31,   0.00,  17.23,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
283, 197.31,   0.00,  17.23,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
284, 197.30,   0.00,  17.24,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
285, 197.30,   0.00,  17.24,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
286, 197.29,   0.00,  17.25,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
287, 197.29,   0.00,  17.25,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
288, 197.28,   0.00,  17.26,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
289, 197.28,   0.00,  17.26,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
290, 197.27,   0.00,  17.27,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
291, 197.27,   0.00,  17.27,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
292, 197.27,   0.00,  17.27,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
293, 197.26,   0.00,  17.28,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
294, 197.26,   0.00,  17.28,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
295, 197.26,   0.00,  17.28,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
296, 197.26,   0.00,  17.29,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
297, 197.25,   0.00,  17.29,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
298, 197.25,   0.00,  17.29,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
299, 197.25,   0.00,  17.29,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
300, 197.24,   0.00,  17.30,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
301, 197.24,   0.00,  17.30,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
302, 197.24,   0.00,  17.30,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
303, 197.24,   0.00,  17.30,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
304, 197.24,   0.00,  17.31,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
305, 251.97,   0.05,  18.84,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
306, 251.96,   0.01,  18.89,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
307, 251.96,   0.01,  18.89,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
308, 251.95,   0.01,  18.90,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
309, 251.95,   0.01,  18.90,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
310, 251.94,   0.01,  18.91,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
311, 251.94,   0.01,  18.91,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
312, 251.93,   0.01,  18.92,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
313, 251.93,   0.01,  18.92,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
314, 251.92,   0.01,  18.93,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
315, 251.92,   0.01,  18.93,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
316, 251.92,   0.01,  18.93,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
317, 251.92,   0.01,  18.94,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
318, 251.91,   0.01,  18.94,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
319, 251.91,   0.01,  18.94,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
320, 251.90,   0.01,  18.95,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
321, 251.90,   0.01,  18.95,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
322, 251.90,   0.01,  18.95,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
323, 251.90,   0.01,  18.95,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
324, 251.90,   0.00,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
325, 251.90,   0.00,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
326, 251.90,   0.00,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
327, 251.90,   0.00,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
328, 251.90,   0.00,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
329, 251.90,   0.01,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
330, 251.90,   0.01,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
331, 251.90,   0.01,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
332, 251.90,   0.01,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
333, 251.90,   0.01,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
334, 251.90,   0.01,  18.96,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
335, 259.68,   0.01,  18.97,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
336, 259.67,   0.01,  18.98,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
337, 259.66,   0.01,  18.98,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
338, 259.65,   0.01,  18.99,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
339, 259.64,   0.01,  19.00,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
340, 259.63,   0.01,  19.01,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
341, 259.63,   0.01,  19.02,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
342, 259.62,   0.01,  19.03,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
343, 259.61,   0.00,  19.04,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
344, 259.60,   0.01,  19.05,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
345, 259.59,   0.01,  19.06,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
346, 259.58,   0.01,  19.07,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
347, 259.57,   0.01,  19.07,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
348, 259.57,   0.01,  19.08,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
349, 259.56,   0.01,  19.09,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
350, 259.55,   0.01,  19.10,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
351, 259.54,   0.01,  19.11,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
352, 259.53,   0.01,  19.12,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
353, 259.52,   0.01,  19.13,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
354, 259.51,   0.01,  19.13,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
355, 259.51,   0.01,  19.14,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
356, 259.50,   0.01,  19.15,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
357, 259.49,   0.01,  19.16,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
358, 259.48,   0.01,  19.17,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
359, 259.47,   0.01,  19.18,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
360, 259.46,   0.01,  19.18,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
361, 259.46,   0.01,  19.19,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
362, 259.45,   0.01,  19.20,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
363, 259.44,   0.01,  19.21,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
364, 259.43,   0.01,  19.22,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
365, 259.42,   0.01,  19.23,   0.00,   0.00,   0.00,   1.25,   0.00,   0.05,   0.00
