Daily P pools (kg P/ha) and fluxes (kg P/ha/day) at site FarmTest1 in year 1
Day,OrganicP,LabileP,SorbedP,ComplexP,CropDemandP,DayUptakeP,CropP, Leach_P, SO4, H2S_flux
 41,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 42,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 43,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 44,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 45,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 46,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 47,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 48,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 49,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 50,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 51,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 52,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 53,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 54,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 55,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 56,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 57,  56.81,   0.00,  14.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 58,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 59,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 60,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 61,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 62,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 63,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 64,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 65,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 66,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 67,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 68,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 69,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 70,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 71,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 72,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 73,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 74,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 75,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 76,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 77,  56.81,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 78,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 79,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 80,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 81,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 82,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 83,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 84,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 85,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 86,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 87,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 88,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 89,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 90,  56.80,   0.00,  14.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 91, 111.12,   0.02,  15.77,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 92, 111.12,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 93, 111.12,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 94, 111.12,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 95, 111.12,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 96, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 97, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 98, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
 99, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
100, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
101, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
102, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
103, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
104, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
105, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
106, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
107, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
108, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
109, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
110, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
111, 111.11,   0.00,  15.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
112, 111.11,   0.00,  15.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
113, 111.11,   0.00,  15.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
114, 111.10,   0.00,  15.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
115, 111.10,   0.00,  15.80,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
116, 111.10,   0.00,  15.81,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
117, 111.10,   0.00,  15.81,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
118, 111.09,   0.00,  15.81,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
119, 111.09,   0.00,  15.81,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
120, 111.09,   0.00,  15.82,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
121, 111.09,   0.00,  15.82,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
122, 111.08,   0.00,  15.82,   0.00,   0.00,   0.00,   0.00,   0.00,   0.05,   0.00
123, 111.08,   0.00,  15.81,   0.00,   0.00,   0.00,   0.01,   0.00,   0.05,   0.00
124, 111.08,   0.00,  15.81,   0.00,   0.02,   0.00,   0.01,   0.00,   0.05,   0.00
125, 111.08,   0.00,  15.81,   0.00,   0.01,   0.00,   0.02,   0.00,   0.05,   0.00
126, 111.07,   0.00,  15.81,   0.00,   0.01,   0.00,   0.02,   0.00,   0.05,   0.00
127, 111.07,   0.00,  15.81,   0.00,   0.02,   0.00,   0.02,   0.00,   0.05,   0.00
128, 111.07,   0.00,  15.81,   0.00,   0.03,   0.00,   0.03,   0.00,   0.05,   0.00
129, 111.07,   0.00,  15.81,   0.00,   0.02,   0.00,   0.03,   0.00,   0.05,   0.00
130, 111.06,   0.00,  15.81,   0.00,   0.02,   0.00,   0.04,   0.00,   0.05,   0.00
131, 111.06,   0.00,  15.80,   0.00,   0.02,   0.00,   0.04,   0.00,   0.05,   0.00
132, 111.06,   0.00,  15.80,   0.00,   0.03,   0.00,   0.04,   0.00,   0.05,   0.00
133, 111.06,   0.00,  15.80,   0.00,   0.03,   0.00,   0.05,   0.00,   0.05,   0.00
134, 111.06,   0.00,  15.80,   0.00,   0.04,   0.00,   0.05,   0.00,   0.05,   0.00
135, 111.05,   0.00,  15.80,   0.00,   0.05,   0.00,   0.05,   0.00,   0.05,   0.00
136, 111.05,   0.00,  15.80,   0.00,   0.04,   0.00,   0.06,   0.00,   0.05,   0.00
137, 111.05,   0.00,  15.80,   0.00,   0.03,   0.00,   0.06,   0.00,   0.05,   0.00
138, 111.05,   0.00,  15.79,   0.00,   0.04,   0.00,   0.07,   0.00,   0.05,   0.00
139, 111.04,   0.00,  15.79,   0.00,   0.03,   0.00,   0.07,   0.00,   0.05,   0.00
140, 111.04,   0.00,  15.79,   0.00,   0.02,   0.00,   0.07,   0.00,   0.05,   0.00
141, 111.04,   0.00,  15.79,   0.00,   0.03,   0.00,   0.08,   0.00,   0.05,   0.00
142, 111.04,   0.00,  15.79,   0.00,   0.02,   0.00,   0.08,   0.00,   0.05,   0.00
143, 111.03,   0.00,  15.79,   0.00,   0.03,   0.00,   0.09,   0.00,   0.05,   0.00
144, 111.03,   0.00,  15.78,   0.00,   0.05,   0.00,   0.09,   0.00,   0.05,   0.00
145, 111.03,   0.00,  15.78,   0.00,   0.05,   0.00,   0.09,   0.00,   0.05,   0.00
146, 111.03,   0.00,  15.78,   0.00,   0.07,   0.00,   0.10,   0.00,   0.05,   0.00
147, 111.02,   0.00,  15.78,   0.00,   0.12,   0.00,   0.10,   0.00,   0.05,   0.00
148, 111.02,   0.00,  15.78,   0.00,   0.08,   0.00,   0.10,   0.00,   0.05,   0.00
149, 111.02,   0.00,  15.78,   0.00,   0.03,   0.00,   0.11,   0.00,   0.05,   0.00
150, 111.02,   0.00,  15.78,   0.00,   0.07,   0.00,   0.11,   0.00,   0.05,   0.00
151, 111.01,   0.00,  15.78,   0.00,   0.10,   0.00,   0.12,   0.00,   0.05,   0.00
152, 111.01,   0.00,  15.77,   0.00,   0.18,   0.00,   0.12,   0.00,   0.05,   0.00
153, 111.01,   0.00,  15.77,   0.00,   0.11,   0.00,   0.12,   0.00,   0.05,   0.00
154, 111.01,   0.00,  15.77,   0.00,   0.15,   0.00,   0.13,   0.00,   0.05,   0.00
155, 111.00,   0.00,  15.77,   0.00,   0.14,   0.00,   0.13,   0.00,   0.05,   0.00
156, 111.00,   0.00,  15.77,   0.00,   0.17,   0.00,   0.14,   0.00,   0.05,   0.00
157, 111.00,   0.00,  15.77,   0.00,   0.19,   0.00,   0.14,   0.00,   0.05,   0.00
158, 110.99,   0.00,  15.77,   0.00,   0.27,   0.00,   0.15,   0.00,   0.05,   0.00
159, 110.99,   0.00,  15.76,   0.00,   0.28,   0.00,   0.15,   0.00,   0.05,   0.00
160, 110.99,   0.00,  15.76,   0.00,   0.28,   0.00,   0.15,   0.00,   0.05,   0.00
161, 110.99,   0.00,  15.76,   0.00,   0.29,   0.00,   0.16,   0.00,   0.05,   0.00
162, 110.98,   0.00,  15.76,   0.00,   0.27,   0.00,   0.16,   0.00,   0.05,   0.00
163, 110.98,   0.00,  15.76,   0.00,   0.22,   0.00,   0.17,   0.00,   0.05,   0.00
164, 110.98,   0.00,  15.76,   0.00,   0.18,   0.00,   0.17,   0.00,   0.05,   0.00
165, 110.97,   0.00,  15.76,   0.00,   0.23,   0.00,   0.17,   0.00,   0.05,   0.00
166, 110.97,   0.00,  15.76,   0.00,   0.26,   0.00,   0.18,   0.00,   0.05,   0.00
167, 110.97,   0.00,  15.75,   0.00,   1.50,   0.00,   0.18,   0.00,   0.05,   0.00
168, 110.97,   0.00,  15.75,   0.00,   1.29,   0.00,   0.19,   0.00,   0.05,   0.00
169, 110.96,   0.00,  15.75,   0.00,   0.91,   0.00,   0.19,   0.00,   0.05,   0.00
170, 110.96,   0.00,  15.75,   0.00,   0.77,   0.00,   0.20,   0.00,   0.05,   0.00
171, 110.96,   0.00,  15.75,   0.00,   0.85,   0.00,   0.20,   0.00,   0.05,   0.00
172, 110.96,   0.00,  15.75,   0.00,   1.07,   0.00,   0.20,   0.00,   0.05,   0.00
173, 110.95,   0.00,  15.74,   0.00,   1.22,   0.00,   0.21,   0.00,   0.05,   0.00
174, 110.95,   0.00,  15.74,   0.00,   1.31,   0.00,   0.21,   0.00,   0.05,   0.00
175, 110.95,   0.00,  15.74,   0.00,   1.37,   0.00,   0.22,   0.00,   0.05,   0.00
176, 110.95,   0.00,  15.74,   0.00,   1.10,   0.00,   0.22,   0.00,   0.05,   0.00
177, 110.94,   0.00,  15.74,   0.00,   1.28,   0.00,   0.23,   0.00,   0.05,   0.00
178, 110.94,   0.00,  15.74,   0.00,   1.48,   0.00,   0.23,   0.00,   0.05,   0.00
179, 110.94,   0.00,  15.73,   0.00,   1.58,   0.00,   0.23,   0.00,   0.05,   0.00
180, 110.93,   0.00,  15.73,   0.00,   1.58,   0.00,   0.24,   0.00,   0.05,   0.00
181, 110.93,   0.00,  15.73,   0.00,   1.58,   0.00,   0.24,   0.00,   0.05,   0.00
182, 110.93,   0.00,  15.73,   0.00,   1.36,   0.00,   0.25,   0.00,   0.05,   0.00
183, 110.93,   0.00,  15.73,   0.00,   1.21,   0.00,   0.25,   0.00,   0.05,   0.00
184, 110.92,   0.00,  15.73,   0.00,   1.18,   0.00,   0.25,   0.00,   0.05,   0.00
185, 110.92,   0.00,  15.73,   0.00,   1.14,   0.00,   0.26,   0.00,   0.05,   0.00
186, 110.92,   0.00,  15.73,   0.00,   0.99,   0.00,   0.26,   0.00,   0.05,   0.00
187, 110.91,   0.00,  15.72,   0.00,   1.08,   0.00,   0.27,   0.00,   0.05,   0.00
188, 110.91,   0.00,  15.72,   0.00,   1.31,   0.00,   0.27,   0.00,   0.05,   0.00
189, 110.91,   0.00,  15.72,   0.00,   1.71,   0.00,   0.27,   0.00,   0.05,   0.00
190, 110.90,   0.00,  15.72,   0.00,   1.24,   0.00,   0.28,   0.00,   0.05,   0.00
191, 110.90,   0.00,  15.72,   0.00,   0.68,   0.00,   0.28,   0.00,   0.05,   0.00
192, 110.90,   0.00,  15.72,   0.00,   0.34,   0.00,   0.29,   0.00,   0.05,   0.00
193, 110.90,   0.00,  15.72,   0.00,   0.18,   0.00,   0.29,   0.00,   0.05,   0.00
194, 110.89,   0.00,  15.72,   0.00,   0.29,   0.00,   0.29,   0.00,   0.05,   0.00
195, 110.89,   0.00,  15.72,   0.00,   0.46,   0.00,   0.30,   0.00,   0.05,   0.00
196, 110.89,   0.00,  15.72,   0.00,   1.30,   0.00,   0.30,   0.00,   0.05,   0.00
197, 110.88,   0.00,  15.71,   0.00,   1.18,   0.00,   0.31,   0.00,   0.05,   0.00
198, 110.88,   0.00,  15.71,   0.00,   1.38,   0.00,   0.31,   0.00,   0.05,   0.00
199, 110.88,   0.00,  15.71,   0.00,   1.46,   0.00,   0.31,   0.00,   0.05,   0.00
200, 110.88,   0.00,  15.71,   0.00,   1.61,   0.00,   0.32,   0.00,   0.05,   0.00
201, 110.87,   0.00,  15.71,   0.00,   0.91,   0.00,   0.32,   0.00,   0.05,   0.00
202, 110.87,   0.00,  15.71,   0.00,   1.02,   0.00,   0.33,   0.00,   0.05,   0.00
203, 110.87,   0.00,  15.71,   0.00,   1.32,   0.00,   0.33,   0.00,   0.05,   0.00
204, 110.86,   0.00,  15.71,   0.00,   1.19,   0.00,   0.33,   0.00,   0.05,   0.00
205, 110.86,   0.00,  15.71,   0.00,   1.17,   0.00,   0.34,   0.00,   0.05,   0.00
206, 110.86,   0.00,  15.70,   0.00,   1.09,   0.00,   0.34,   0.00,   0.05,   0.00
207, 110.86,   0.00,  15.70,   0.00,   1.34,   0.00,   0.35,   0.00,   0.05,   0.00
208, 110.85,   0.00,  15.70,   0.00,   1.40,   0.00,   0.35,   0.00,   0.05,   0.00
209, 110.85,   0.00,  15.70,   0.00,   1.35,   0.00,   0.36,   0.00,   0.05,   0.00
210, 110.85,   0.00,  15.70,   0.00,   1.38,   0.00,   0.36,   0.00,   0.05,   0.00
211, 110.84,   0.00,  15.70,   0.00,   1.13,   0.00,   0.36,   0.00,   0.05,   0.00
212, 110.84,   0.00,  15.70,   0.00,   0.94,   0.00,   0.37,   0.00,   0.05,   0.00
213, 183.46,   0.04,  17.18,   0.00,   0.58,   0.58,   0.95,   0.00,   0.05,   0.00
214, 183.46,   0.00,  17.18,   0.00,   0.34,   0.04,   0.99,   0.00,   0.05,   0.00
215, 183.45,   0.00,  17.18,   0.00,   0.18,   0.00,   0.99,   0.00,   0.05,   0.00
216, 183.45,   0.00,  17.18,   0.00,   0.81,   0.00,   1.00,   0.00,   0.05,   0.00
217, 183.44,   0.00,  17.18,   0.00,   1.06,   0.00,   1.00,   0.00,   0.05,   0.00
218, 183.44,   0.00,  17.18,   0.00,   0.77,   0.00,   1.01,   0.00,   0.05,   0.00
219, 183.43,   0.00,  17.18,   0.00,   0.49,   0.00,   1.01,   0.00,   0.05,   0.00
220, 183.43,   0.00,  17.18,   0.00,   0.52,   0.00,   1.02,   0.00,   0.05,   0.00
221, 183.42,   0.00,  17.18,   0.00,   0.93,   0.00,   1.02,   0.00,   0.05,   0.00
222, 183.42,   0.00,  17.18,   0.00,   1.08,   0.00,   1.03,   0.00,   0.05,   0.00
223, 183.41,   0.00,  17.18,   0.00,   0.94,   0.00,   1.03,   0.00,   0.05,   0.00
224, 183.41,   0.00,  17.18,   0.00,   0.90,   0.00,   1.04,   0.00,   0.05,   0.00
225, 183.40,   0.00,  17.18,   0.00,   1.00,   0.00,   1.04,   0.00,   0.05,   0.00
226, 183.40,   0.00,  17.18,   0.00,   0.93,   0.00,   1.05,   0.00,   0.05,   0.00
227, 183.39,   0.00,  17.18,   0.00,   1.00,   0.00,   1.05,   0.00,   0.05,   0.00
228, 183.39,   0.00,  17.18,   0.00,   1.01,   0.00,   1.06,   0.00,   0.05,   0.00
229, 183.38,   0.00,  17.18,   0.00,   0.97,   0.00,   1.06,   0.00,   0.05,   0.00
230, 183.38,   0.00,  17.18,   0.00,   1.19,   0.00,   1.06,   0.00,   0.05,   0.00
231, 183.37,   0.00,  17.18,   0.00,   1.25,   0.00,   1.07,   0.00,   0.05,   0.00
232, 183.37,   0.00,  17.18,   0.00,   0.59,   0.00,   1.07,   0.00,   0.05,   0.00
233, 183.36,   0.00,  17.18,   0.00,   0.60,   0.00,   1.08,   0.00,   0.05,   0.00
234, 183.36,   0.00,  17.18,   0.00,   0.79,   0.00,   1.08,   0.00,   0.05,   0.00
235, 183.35,   0.00,  17.18,   0.00,   1.09,   0.00,   1.09,   0.00,   0.05,   0.00
236, 183.35,   0.00,  17.18,   0.00,   1.01,   0.00,   1.09,   0.00,   0.05,   0.00
237, 183.34,   0.00,  17.18,   0.00,   0.60,   0.00,   1.10,   0.00,   0.05,   0.00
238, 183.34,   0.00,  17.18,   0.00,   0.26,   0.00,   1.10,   0.00,   0.05,   0.00
239, 183.33,   0.00,  17.19,   0.00,   0.13,   0.00,   1.10,   0.00,   0.05,   0.00
240, 183.33,   0.00,  17.19,   0.00,   0.08,   0.00,   1.11,   0.00,   0.05,   0.00
241, 183.32,   0.00,  17.19,   0.00,   0.05,   0.00,   1.11,   0.00,   0.05,   0.00
242, 183.32,   0.00,  17.19,   0.00,   0.00,   0.00,   1.11,   0.00,   0.05,   0.00
243, 183.31,   0.00,  17.19,   0.00,   0.72,   0.00,   1.12,   0.00,   0.05,   0.00
244, 183.31,   0.00,  17.19,   0.00,   0.64,   0.00,   1.12,   0.00,   0.05,   0.00
245, 183.30,   0.00,  17.19,   0.00,   0.37,   0.00,   1.13,   0.00,   0.05,   0.00
246, 183.30,   0.00,  17.19,   0.00,   0.24,   0.00,   1.13,   0.00,   0.05,   0.00
247, 183.29,   0.00,  17.19,   0.00,   0.15,   0.00,   1.14,   0.00,   0.05,   0.00
248, 183.29,   0.00,  17.20,   0.00,   0.10,   0.00,   1.14,   0.00,   0.05,   0.00
249, 183.28,   0.00,  17.20,   0.00,   0.06,   0.00,   1.14,   0.00,   0.05,   0.00
250, 183.28,   0.00,  17.20,   0.00,   0.00,   0.00,   1.14,   0.00,   0.05,   0.00
251, 183.27,   0.00,  17.20,   0.00,   0.04,   0.00,   1.15,   0.00,   0.05,   0.00
252, 183.27,   0.00,  17.20,   0.00,   0.03,   0.00,   1.15,   0.00,   0.05,   0.00
253, 183.26,   0.00,  17.20,   0.00,   0.05,   0.00,   1.16,   0.00,   0.05,   0.00
254, 183.26,   0.00,  17.20,   0.00,   0.35,   0.00,   1.16,   0.00,   0.05,   0.00
255, 183.25,   0.00,  17.20,   0.00,   0.34,   0.00,   1.17,   0.00,   0.05,   0.00
256, 183.25,   0.00,  17.20,   0.00,   0.63,   0.00,   1.17,   0.00,   0.05,   0.00
257, 183.24,   0.00,  17.20,   0.00,   0.81,   0.00,   1.18,   0.00,   0.05,   0.00
258, 183.24,   0.00,  17.20,   0.00,   0.90,   0.00,   1.18,   0.00,   0.05,   0.00
259, 183.23,   0.00,  17.20,   0.00,   0.68,   0.00,   1.19,   0.00,   0.05,   0.00
260, 183.23,   0.00,  17.20,   0.00,   0.29,   0.00,   1.19,   0.00,   0.05,   0.00
261, 183.22,   0.00,  17.20,   0.00,   0.34,   0.00,   1.20,   0.00,   0.05,   0.00
262, 183.22,   0.00,  17.20,   0.00,   0.25,   0.00,   1.20,   0.00,   0.05,   0.00
263, 183.21,   0.00,  17.20,   0.00,   0.19,   0.00,   1.21,   0.00,   0.05,   0.00
