Daily C pools (kg C/ha) and fluxes (kg C/ha/day) at site webster_41B in year 1
Day,Very labile litter,Labile litter,Resistant litter,Microbe,Humads,Humus,CharC,SOC,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,dSOC,DOC,Photosynthesis,Leaf-respiration, Stem-respiration, Root-respiration,Soil-heterotrophic-respiration, NPP,Eco-respiration, NEE,Stub,CH4-prod.,CH4-oxid.,CH4-flux,CH4-pool,DOC-leach,Litter-C,Manure-C
 31,   0.00,   0.00, 370.37,   0.00,2725.84,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00006,-0.00006,   0.00,   0.00,   0.00,   0.00
 32,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00003,-0.00003,   0.00,   0.00,   0.00,   0.00
 33,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00004,-0.00004,   0.00,   0.00,   0.00,   0.00
 34,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00001,-0.00001,   0.00,   0.00,   0.00,   0.00
 35,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 36,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 37,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 38,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 39,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 40,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 41,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 42,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 43,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 44,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 45,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 46,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 47,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 48,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00006,-0.00006,   0.00,   0.00,   0.00,   0.00
 49,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00016,-0.00016,   0.00,   0.00,   0.00,   0.00
 50,   0.00,   0.00, 370.37,  27.26,2698.58,33956.39,   0.00,37108.12,11492.15,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00004,-0.00004,   0.00,   0.00,   0.00,   0.00
 51,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00011,-0.00011,   0.00,   0.00,   0.00,   0.00
 52,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00005,-0.00005,   0.00,   0.00,   0.00,   0.00
 53,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 54,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 55,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 56,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 57,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 58,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 59,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00008,-0.00008,   0.00,   0.00,   0.00,   0.00
 60,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00022,-0.00022,   0.00,   0.00,   0.00,   0.00
 61,   0.00,   0.00, 370.37,  27.26,2698.57,33956.39,   0.00,37108.11,11492.14,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00009,-0.00009,   0.00,   0.00,   0.00,   0.00
 62,   0.00,   0.00, 370.37,  27.26,2698.56,33956.40,   0.00,37108.10,11492.13,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00013,-0.00013,   0.00,   0.00,   0.00,   0.00
 63,   0.00,   0.00, 370.37,  27.26,2698.56,33956.40,   0.00,37108.10,11492.13,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00001,-0.00001,   0.00,   0.00,   0.00,   0.00
 64,   0.00,   0.00, 370.37,  27.26,2698.56,33956.40,   0.00,37108.10,11492.13,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 65,   0.00,   0.00, 370.37,  27.26,2698.56,33956.40,   0.00,37108.10,11492.13,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 66,   0.00,   0.00, 370.36,  30.71,2698.55,33956.40,   0.00,37108.09,11492.13,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.01,   0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00,   0.01,   0.01,   0.00,0.00000,-0.00098,-0.00098,   0.00,   0.00,   0.00,   0.00
 67,   0.00,   0.00, 370.36,  30.71,2698.51,33956.41,   0.00,37108.07,11492.10,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,   0.00,   0.03,   0.03,   0.00,0.00000,-0.00360,-0.00360,   0.00,   0.00,   0.00,   0.00
 68,   0.00,   0.00, 370.35,  27.30,2701.90,33956.41,   0.00,37108.04,11492.07,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,   0.00,   0.03,   0.03,   0.00,0.00000,-0.00320,-0.00320,   0.00,   0.00,   0.00,   0.00
 69,   0.00,   0.00, 370.32,  27.31,2701.85,33956.42,   0.00,37107.98,11492.01,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00484,-0.00484,   0.00,   0.00,   0.00,   0.00
 70,   0.00,   0.00, 370.32,  27.32,2701.81,33956.43,   0.00,37107.96,11491.99,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,   0.00,   0.03,   0.03,   0.00,0.00000,-0.00335,-0.00335,   0.00,   0.00,   0.00,   0.00
 71,   0.00,   0.00, 370.31,  27.33,2701.78,33956.44,   0.00,37107.93,11491.96,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.02,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,   0.00,   0.03,   0.03,   0.00,0.00000,-0.00319,-0.00319,   0.00,   0.00,   0.00,   0.00
 72,   0.00,   0.00, 370.31,  27.30,2701.78,33956.45,   0.00,37107.91,11491.94,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,   0.00,   0.03,   0.03,   0.00,0.00000,-0.00319,-0.00319,   0.00,   0.00,   0.00,   0.00
