Daily C pools (kg C/ha) and fluxes (kg C/ha/day) at site webster_41B in year 1
Day,Very labile litter,Labile litter,Resistant litter,Microbe,Humads,Humus,CharC,SOC,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,SOC0-10cm, SOC10-20cm,SOC20-30cm,SOC30-40cm,SOC40-50cm,dSOC,DOC,Photosynthesis,Leaf-respiration, Stem-respiration, Root-respiration,Soil-heterotrophic-respiration, NPP,Eco-respiration, NEE,Stub,CH4-prod.,CH4-oxid.,CH4-flux,CH4-pool,DOC-leach,Litter-C,Manure-C
 73,   0.00,   0.00, 370.31,  27.30,2701.78,33956.45,   0.00,37107.91,11491.94,11492.57,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 74,   0.00,   0.00, 370.31,  12.26,2701.78,33956.45,   0.00,37107.91,11491.94,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 75,   0.00,   0.00, 370.31,  13.21,2701.77,33956.45,   0.00,37107.90,11491.93,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.01,   0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00,   0.01,   0.01,   0.00,0.00000,-0.00116,-0.00116,   0.00,   0.00,   0.00,   0.00
 76,   0.00,   0.00, 370.28,  13.23,2701.72,33956.46,   0.00,37107.84,11491.87,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00472,-0.00472,   0.00,   0.00,   0.00,   0.00
 77,   0.00,   0.00, 370.27,  27.16,2687.76,33956.46,   0.00,37107.82,11491.85,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.02,   0.00,   0.00,   0.00,   0.00,   0.00,   0.02,   0.00,   0.02,   0.02,   0.00,0.00000,-0.00252,-0.00252,   0.00,   0.00,   0.00,   0.00
 78,   0.00,   0.00, 370.27,  27.16,2687.72,33956.47,   0.00,37107.79,11491.82,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,   0.00,   0.03,   0.03,   0.00,0.00000,-0.00386,-0.00386,   0.00,   0.00,   0.00,   0.00
 79,   0.00,   0.00, 370.24,  27.18,2687.67,33956.48,   0.00,37107.73,11491.76,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00526,-0.00526,   0.00,   0.00,   0.00,   0.00
 80,   0.00,   0.00, 370.20,  27.19,2687.61,33956.49,   0.00,37107.65,11491.68,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.08,   0.00,   0.00,   0.00,   0.00,   0.00,   0.09,   0.00,   0.09,   0.09,   0.00,0.00000,-0.00687,-0.00687,   0.00,   0.00,   0.00,   0.00
 81,   0.00,   0.00, 370.17,  27.20,2687.56,33956.50,   0.00,37107.60,11491.63,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.05,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00422,-0.00422,   0.00,   0.00,   0.00,   0.00
 82,   0.00,   0.00, 370.17,  27.21,2687.53,33956.50,   0.00,37107.57,11491.60,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,   0.00,   0.03,   0.03,   0.00,0.00000,-0.00355,-0.00355,   0.00,   0.00,   0.00,   0.00
 83,   0.00,   0.00, 370.16,  27.15,2687.56,33956.51,   0.00,37107.55,11491.58,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.02,   0.00,   0.00,   0.00,   0.00,   0.00,   0.02,   0.00,   0.02,   0.02,   0.00,0.00000,-0.00249,-0.00249,   0.00,   0.00,   0.00,   0.00
 84,   0.00,   0.00, 370.16,  27.16,2687.53,33956.52,   0.00,37107.53,11491.56,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.02,   0.00,   0.00,   0.00,   0.00,   0.00,   0.02,   0.00,   0.02,   0.02,   0.00,0.00000,-0.00246,-0.00246,   0.00,   0.00,   0.00,   0.00
 85,   0.00,   0.00, 370.12,  27.17,2687.48,33956.53,   0.00,37107.46,11491.49,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00615,-0.00615,   0.00,   0.00,   0.00,   0.00
 86,   0.00,   0.00, 370.08,  27.19,2687.41,33956.54,   0.00,37107.38,11491.41,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.08,   0.00,   0.00,   0.00,   0.00,   0.00,   0.09,   0.00,   0.09,   0.09,   0.00,0.00000,-0.00756,-0.00756,   0.00,   0.00,   0.00,   0.00
 87,   0.00,   0.00, 370.04,  27.16,2687.39,33956.54,   0.00,37107.31,11491.33,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00626,-0.00626,   0.00,   0.00,   0.00,   0.00
 88,   0.00,   0.00, 370.02,  27.17,2687.35,33956.55,   0.00,37107.25,11491.28,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.05,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00439,-0.00439,   0.00,   0.00,   0.00,   0.00
 89,   0.00,   0.00, 369.99,  27.16,2687.33,33956.56,   0.00,37107.20,11491.23,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.05,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00452,-0.00452,   0.00,   0.00,   0.00,   0.00
 90,   0.00,   0.00, 369.98,  27.17,2687.28,33956.57,   0.00,37107.17,11491.19,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.04,   0.00,   0.00,   0.00,   0.00,   0.00,   0.04,   0.00,   0.04,   0.04,   0.00,0.00000,-0.00460,-0.00460,   0.00,   0.00,   0.00,   0.00
 91,   0.00,   0.00, 369.95,  27.18,2687.22,33956.58,   0.00,37107.09,11491.12,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00644,-0.00644,   0.00,   0.00,   0.00,   0.00
 92,   0.00,   0.00, 369.91,  27.20,2687.16,33956.59,   0.00,37107.01,11491.04,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.08,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00673,-0.00673,   0.00,   0.00,   0.00,   0.00
 93,   0.00,   0.00, 369.87,  27.16,2687.16,33956.59,   0.00,37106.95,11490.97,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00607,-0.00607,   0.00,   0.00,   0.00,   0.00
 94,   0.00,   0.00, 369.84,  27.16,2687.11,33956.60,   0.00,37106.87,11490.90,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00648,-0.00648,   0.00,   0.00,   0.00,   0.00
 95,   0.00,   0.00, 369.80,  27.16,2687.06,33956.61,   0.00,37106.80,11490.82,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.08,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00682,-0.00682,   0.00,   0.00,   0.00,   0.00
 96,   0.00,   0.00, 369.77,  27.17,2687.02,33956.62,   0.00,37106.74,11490.77,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.05,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00466,-0.00466,   0.00,   0.00,   0.00,   0.00
 97,   0.00,   0.00, 369.77,  27.17,2687.00,33956.63,   0.00,37106.73,11490.75,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.02,   0.00,   0.00,   0.00,   0.00,   0.00,   0.02,   0.00,   0.02,   0.02,   0.00,0.00000,-0.00193,-0.00193,   0.00,   0.00,   0.00,   0.00
 98,   0.00,   0.00, 369.77,  27.17,2687.00,33956.63,   0.00,37106.73,11490.75,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00000,-0.00000,   0.00,   0.00,   0.00,   0.00
 99,   0.00,   0.00, 369.77,  27.18,2686.99,33956.63,   0.00,37106.72,11490.75,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.01,   0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00,   0.01,   0.01,   0.00,0.00000,-0.00074,-0.00074,   0.00,   0.00,   0.00,   0.00
100,   0.00,   0.00, 369.76,  27.14,2687.01,33956.63,   0.00,37106.71,11490.74,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.01,   0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00,   0.01,   0.01,   0.00,0.00000,-0.00102,-0.00102,   0.00,   0.00,   0.00,   0.00
101,   0.00,   0.00, 369.76,  27.14,2687.01,33956.63,   0.00,37106.71,11490.74,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00003,-0.00003,   0.00,   0.00,   0.00,   0.00
102,   0.00,   0.00, 369.76,  27.14,2687.01,33956.63,   0.00,37106.71,11490.74,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,0.00000,-0.00007,-0.00007,   0.00,   0.00,   0.00,   0.00
103,   0.00,   0.00, 369.76,  27.14,2687.00,33956.63,   0.00,37106.70,11490.73,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.01,   0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00,   0.01,   0.01,   0.00,0.00000,-0.00062,-0.00062,   0.00,   0.00,   0.00,   0.00
104,   0.00,   0.00, 369.76,  27.15,2686.97,33956.64,   0.00,37106.68,11490.71,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.02,   0.00,   0.00,   0.00,   0.00,   0.00,   0.02,   0.00,   0.02,   0.02,   0.00,0.00000,-0.00254,-0.00254,   0.00,   0.00,   0.00,   0.00
105,   0.00,   0.00, 369.73,  27.16,2686.92,33956.65,   0.00,37106.62,11490.65,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00524,-0.00524,   0.00,   0.00,   0.00,   0.00
106,   0.00,   0.00, 369.72,  27.17,2686.90,33956.65,   0.00,37106.61,11490.63,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.02,   0.00,   0.00,   0.00,   0.00,   0.00,   0.02,   0.00,   0.02,   0.02,   0.00,0.00000,-0.00218,-0.00218,   0.00,   0.00,   0.00,   0.00
107,   0.00,   0.00, 369.72,  27.18,2686.86,33956.66,   0.00,37106.58,11490.60,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.04,   0.00,   0.04,   0.04,   0.00,0.00000,-0.00421,-0.00421,   0.00,   0.00,   0.00,   0.00
108,   0.00,   0.00, 369.68,  27.15,2686.84,33956.67,   0.00,37106.51,11490.54,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00560,-0.00560,   0.00,   0.00,   0.00,   0.00
109,   0.00,   0.00, 369.65,  27.17,2686.78,33956.68,   0.00,37106.44,11490.47,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00646,-0.00646,   0.00,   0.00,   0.00,   0.00
110,   0.00,   0.00, 369.62,  27.18,2686.73,33956.69,   0.00,37106.38,11490.41,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00532,-0.00532,   0.00,   0.00,   0.00,   0.00
111,   0.00,   0.00, 369.58,  27.20,2686.67,33956.70,   0.00,37106.31,11490.34,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00562,-0.00562,   0.00,   0.00,   0.00,   0.00
112,   0.00,   0.00, 369.55,  27.21,2686.62,33956.70,   0.00,37106.25,11490.28,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00555,-0.00555,   0.00,   0.00,   0.00,   0.00
113,   0.00,   0.00, 369.52,  27.22,2686.57,33956.71,   0.00,37106.19,11490.21,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00555,-0.00555,   0.00,   0.00,   0.00,   0.00
114,   0.00,   0.00, 369.49,  27.24,2686.51,33956.72,   0.00,37106.12,11490.15,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00555,-0.00555,   0.00,   0.00,   0.00,   0.00
115,   0.00,   0.00, 369.45,  27.25,2686.46,33956.73,   0.00,37106.06,11490.08,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00605,-0.00605,   0.00,   0.00,   0.00,   0.00
116,   0.00,   0.00, 369.42,  27.26,2686.40,33956.74,   0.00,37105.99,11490.01,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00631,-0.00631,   0.00,   0.00,   0.00,   0.00
117,   0.00,   0.00, 369.38,  27.28,2686.34,33956.75,   0.00,37105.91,11489.94,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.08,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00690,-0.00690,   0.00,   0.00,   0.00,   0.00
118,   0.00,   0.00, 369.34,  27.30,2686.28,33956.75,   0.00,37105.83,11489.86,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.08,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00708,-0.00708,   0.00,   0.00,   0.00,   0.00
119,   0.00,   0.00, 369.30,  27.31,2686.20,33956.76,   0.00,37105.74,11489.77,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.09,   0.00,   0.00,   0.00,   0.00,   0.00,   0.10,   0.00,   0.10,   0.10,   0.00,0.00000,-0.00833,-0.00833,   0.00,   0.00,   0.00,   0.00
120,   0.00,   0.00, 369.27,  27.15,2686.33,33956.77,   0.00,37105.68,11489.71,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00578,-0.00578,   0.00,   0.00,   0.00,   0.00
121,   0.00,   0.00, 369.24,  27.15,2686.29,33956.78,   0.00,37105.62,11489.64,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00555,-0.00555,   0.00,   0.00,   0.00,   0.00
122,   0.00,   0.00, 369.21,  27.15,2686.26,33956.79,   0.00,37105.56,11489.59,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,   0.00,   0.06,   0.06,   0.00,0.00000,-0.00496,-0.00496,   0.00,   0.00,   0.00,   0.00
123,   0.00,   0.00, 369.17,  27.16,2686.20,33956.79,   0.00,37105.50,11489.53,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00561,-0.00561,   0.00,   0.00,   0.00,   0.00
124,   0.00,   0.00, 369.14,  27.17,2686.14,33956.80,   0.00,37105.42,11489.45,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00655,-0.00655,   0.00,   0.00,   0.00,   0.00
125,   0.00,   0.00, 369.10,  27.19,2686.08,33956.81,   0.00,37105.34,11489.37,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.09,   0.00,   0.00,   0.00,   0.00,   0.00,   0.09,   0.00,   0.09,   0.09,   0.00,0.00000,-0.00815,-0.00815,   0.00,   0.00,   0.00,   0.00
126,   0.00,   0.00, 369.06,  27.21,2686.02,33956.82,   0.00,37105.26,11489.29,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00686,-0.00686,   0.00,   0.00,   0.00,   0.00
127,   0.00,   0.00, 369.03,  27.15,2686.04,33956.82,   0.00,37105.20,11489.23,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.06,   0.00,   0.00,   0.00,   0.00,   0.00,   0.07,   0.00,   0.07,   0.07,   0.00,0.00000,-0.00574,-0.00574,   0.00,   0.00,   0.00,   0.00
128,   0.00,   0.00, 368.99,  27.16,2685.98,33956.83,   0.00,37105.12,11489.15,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.08,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00705,-0.00705,   0.00,   0.00,   0.00,   0.00
129,   0.00,   0.00, 368.96,  27.18,2685.92,33956.84,   0.00,37105.05,11489.08,11492.58,8006.42,4059.10,2057.88,  0.009,  0.009,  0.006,  0.003,  0.002,  -0.07,   0.00,   0.00,   0.00,   0.00,   0.00,   0.08,   0.00,   0.08,   0.08,   0.00,0.00000,-0.00633,-0.00633,   0.00,   0.00,   0.00,   0.00
130,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
131,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
132,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
133,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
134,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
135,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
136,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
137,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
138,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
139,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
140,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
141,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   1.#R,   0.00,   0.00,   0.00,   1.#R,   1.#R,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
142,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
143,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
144,   0.00,   0.00, 346.37,   1.#R,   1.#R,   1.#R,   0.00,   1.#R,   1.#R,11386.09,8220.24,4059.10,2057.88,  1.#QO,  0.009,  0.006,  0.003,  0.002,   1.#R,   1.#R,   0.00,   0.00,   0.00,   0.00,   1.#R,   0.00,   1.#R,   1.#R,   0.00,0.00000,-1.#IND0,-1.#IND0,   0.00,   0.00,   0.00,   0.00
