Daily P pools (kg P/ha) and fluxes (kg P/ha/day) at site webster_41B in year 1
Day,OrganicP,LabileP,SorbedP,ComplexP,CropDemandP,DayUptakeP,CropP, Leach_P, SO4, H2S_flux
 26,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 27,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 28,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 29,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 30,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 31,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 32,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 33,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 34,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 35,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 36,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 37,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 38,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 39,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 40,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 41,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 42,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 43,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 44,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 45,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 46,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 47,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 48,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 49,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 50,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 51,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 52,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 53,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 54,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 55,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 56,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 57,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 58,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 59,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 60,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 61,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 62,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 63,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 64,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 65,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 66,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 67,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 68,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 69,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 70,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 71,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 72,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 73,  64.57,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 74,  64.57,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 75,  64.57,   0.00,  16.15,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 76,  64.57,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 77,  64.57,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 78,  64.57,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 79,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 80,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 81,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 82,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 83,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 84,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 85,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 86,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 87,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 88,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 89,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 90,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 91,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 92,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 93,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 94,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 95,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 96,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 97,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 98,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
 99,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
100,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
101,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
102,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
103,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
104,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
105,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
106,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
107,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
108,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
109,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
110,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
111,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
112,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
113,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
114,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
115,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
116,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
117,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
118,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
119,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
120,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
121,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
122,  64.56,   0.00,  16.16,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
123,  64.56,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
124,  64.56,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
125,  64.55,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
126,  64.55,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
127,  64.55,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
128,  64.55,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
129,  64.55,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
130,  64.55,   0.00,  16.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
131,  64.54,   0.00,  16.18,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
132,  64.54,   0.00,  16.18,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
133,  64.53,   0.00,  16.19,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
134,  64.53,   0.00,  16.19,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
135,  64.52,   0.00,  16.20,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
136,  64.52,   0.00,  16.20,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
137,  64.51,   0.00,  16.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
138,  64.51,   0.00,  16.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
139,  64.50,   0.00,  16.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
140,  64.50,   0.00,  16.22,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
141,  64.49,   0.00,  16.23,   0.00,   1.#R,   0.00,   0.00,   0.00,   0.00,   0.00
142,  64.49,   0.00,  16.23,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
143,  64.48,   0.00,  16.24,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
144,  64.48,   0.00,  16.24,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
145,  64.47,   0.00,  16.25,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
146,  64.47,   0.00,  16.25,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
147,  64.47,   0.00,  16.25,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
148,  64.46,   0.00,  16.26,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
149,  64.46,   0.00,  16.26,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
150,  64.45,   0.00,  16.27,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
151,  64.45,   0.00,  16.27,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
152,  64.44,   0.00,  16.28,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
153,  64.44,   0.00,  16.28,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
154,  64.44,   0.00,  16.28,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
155,  64.43,   0.00,  16.29,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
156,  64.43,   0.00,  16.29,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
157,  64.42,   0.00,  16.30,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
158,  64.42,   0.00,  16.30,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
159,  64.42,   0.00,  16.30,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
160,  64.41,   0.00,  16.31,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
161,  64.41,   0.00,  16.31,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
162,  64.40,   0.00,  16.31,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
163,  64.40,   0.00,  16.32,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
164,  64.40,   0.00,  16.32,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
165,  64.39,   0.00,  16.33,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
166,  64.39,   0.00,  16.33,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
167,  64.39,   0.00,  16.33,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
168,  64.38,   0.00,  16.34,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
169,  64.38,   0.00,  16.34,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
170,  64.38,   0.00,  16.34,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
171,  64.37,   0.00,  16.35,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
172,  64.37,   0.00,  16.35,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
173,  64.37,   0.00,  16.35,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
174,  64.36,   0.00,  16.36,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
175,  64.36,   0.00,  16.36,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
176,  64.36,   0.00,  16.36,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
177,  64.35,   0.00,  16.37,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
178,  64.35,   0.00,  16.37,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
179,  64.35,   0.00,  16.37,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
180,  64.34,   0.00,  16.38,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
181,  64.34,   0.00,  16.38,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
182,  64.34,   0.00,  16.38,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
183,  64.33,   0.00,  16.39,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
184,  64.33,   0.00,  16.39,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
185,  64.33,   0.00,  16.39,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
186,  64.32,   0.00,  16.40,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
187,  64.32,   0.00,  16.40,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
188,  64.32,   0.00,  16.40,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
189,  64.31,   0.00,  16.40,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
190,  64.31,   0.00,  16.41,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
191,  64.31,   0.00,  16.41,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
192,  64.31,   0.00,  16.41,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
193,  64.30,   0.00,  16.42,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
194,  64.30,   0.00,  16.42,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
195,  64.30,   0.00,  16.42,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
196,  64.29,   0.00,  16.43,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
197,  64.29,   0.00,  16.43,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
198,  64.29,   0.00,  16.43,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
199,  64.29,   0.00,  16.43,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
200,  64.28,   0.00,  16.44,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
201,  64.28,   0.00,  16.44,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
202,  64.28,   0.00,  16.44,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
203,  64.28,   0.00,  16.44,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
204,  64.27,   0.00,  16.45,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
205,  64.27,   0.00,  16.45,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
206,  64.27,   0.00,  16.45,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
207,  64.27,   0.00,  16.45,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
208,  64.26,   0.00,  16.46,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
209,  64.26,   0.00,  16.46,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
210,  64.26,   0.00,  16.46,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
211,  64.26,   0.00,  16.46,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
212,  64.25,   0.00,  16.47,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
213,  64.25,   0.00,  16.47,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
214,  64.25,   0.00,  16.47,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
215,  64.25,   0.00,  16.47,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
216,  64.24,   0.00,  16.48,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
217,  64.24,   0.00,  16.48,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
218,  64.24,   0.00,  16.48,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
219,  64.24,   0.00,  16.48,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
220,  64.23,   0.00,  16.48,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
221,  64.23,   0.00,  16.49,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
222,  64.23,   0.00,  16.49,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
223,  64.23,   0.00,  16.49,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
224,  64.23,   0.00,  16.49,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
225,  64.22,   0.00,  16.50,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
226,  64.22,   0.00,  16.50,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
227,  64.22,   0.00,  16.50,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
228,  64.22,   0.00,  16.50,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
229,  64.22,   0.00,  16.50,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
230,  64.21,   0.00,  16.51,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
231,  64.21,   0.00,  16.51,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
232,  64.21,   0.00,  16.51,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
233,  64.21,   0.00,  16.51,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
234,  64.21,   0.00,  16.51,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
235,  64.21,   0.00,  16.51,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
236,  64.20,   0.00,  16.52,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
237,  64.20,   0.00,  16.52,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
238,  64.20,   0.00,  16.52,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
239,  64.20,   0.00,  16.52,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
240,  64.20,   0.00,  16.52,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
241,  64.20,   0.00,  16.52,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
242,  64.19,   0.00,  16.53,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
243,  64.19,   0.00,  16.53,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
244,  64.19,   0.00,  16.53,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
245,  64.19,   0.00,  16.53,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
246,  64.19,   0.00,  16.53,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
247,  64.19,   0.00,  16.53,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
248,  64.19,   0.00,  16.53,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
249,  64.18,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
250,  64.18,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
251,  64.18,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
252,  64.18,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
253,  64.18,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
254,  64.18,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
255,  64.18,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
256,  64.17,   0.00,  16.54,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
257,  64.17,   0.00,  16.55,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
258,  64.17,   0.00,  16.55,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
259,  64.17,   0.00,  16.55,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
260,  64.17,   0.00,  16.55,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
261,  64.17,   0.00,  16.55,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
262,  64.17,   0.00,  16.55,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
263,  64.17,   0.00,  16.55,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
