Daily crop growth at site test_site in year 1
Day,Temperature,Precipitation,Irrigation,Radiation,PET,Transpiration,Evaporation,Total_crops,,,,Crop 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LeafC,StemC,RootC,GrainC,CropID,TDD,GrowthIndex,Water_demand,Water_stress,N_demand,N_stress,LAI,N_from_soil,N_from_air_NH3,N_fixation,Day_N_increase,TotalCropN,DailyCropGrowth,DayLeafGrowth,DayStemGrowth,DayRootGrowth,DayGrainGrowth,DayShootSenes,DayRootSenes,DayGrainSenes,LeafC,StemC,RootC,GrainC,LeafN,StemN,RootN,GrainN,
  65,     -3.60,      0.00,      0.00,     17.19,      1.07,      0.00,      1.07,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  66,      3.90,      0.00,      0.00,     17.39,      2.05,      0.00,      2.05,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  67,      3.40,      0.00,      0.00,     17.58,      1.83,      0.00,      1.47,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  68,      4.40,     19.80,      0.00,      1.13,      0.42,      0.00,      0.41,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  69,      6.40,      0.00,      0.00,     17.97,      2.09,      0.00,      1.99,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  70,      3.90,      0.00,      0.00,     18.16,      1.74,      0.00,      1.32,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  71,      3.40,      0.00,      0.00,     18.35,      1.75,      0.00,      1.05,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  72,      4.40,      1.80,      0.00,     14.44,      1.42,      0.00,      1.12,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  73,     -4.60,      0.00,      0.00,     18.74,      1.18,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  74,     -8.10,      0.00,      0.00,     18.94,      0.97,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  75,     -1.60,      0.00,      0.00,     19.13,      1.55,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  76,      5.90,      0.00,      0.00,     19.33,      2.20,      0.00,      1.31,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  77,      3.40,      0.30,      0.00,     18.72,      1.64,      0.00,      0.81,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  78,      4.40,      0.00,      0.00,     19.71,      1.99,      0.00,      0.78,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  79,      7.90,      0.00,      0.00,     19.91,      2.34,      0.00,      0.74,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  80,     11.40,      0.00,      0.00,     20.10,      2.93,      0.00,      0.74,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  81,      6.40,      0.00,      0.00,     20.29,      2.02,      0.00,      0.42,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  82,      4.90,      0.00,      0.00,     20.48,      1.94,      0.00,      0.35,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  83,      3.40,     25.40,      0.00,      0.61,      0.33,      0.00,      0.31,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  84,      3.40,      0.00,      0.00,     20.86,      1.79,      0.00,      1.73,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  85,      8.40,      0.00,      0.00,     21.05,      2.97,      0.00,      2.23,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  86,     13.40,      0.00,      0.00,     21.24,      3.24,      0.00,      1.72,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  87,     11.40,      3.60,      0.00,     12.99,      1.86,      0.00,      1.62,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  88,      7.40,      0.00,      0.00,     21.62,      2.18,      0.00,      1.44,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  89,      6.40,      2.50,      0.00,     15.40,      1.73,      0.00,      1.44,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  90,      4.90,      0.00,      0.00,     21.99,      2.41,      0.00,      1.50,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  91,     10.90,      0.00,      0.00,     22.17,      2.92,      0.00,      1.27,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  92,     11.40,      0.00,      0.00,     22.36,      3.04,      0.00,      0.97,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  93,     12.40,      1.00,      0.00,     19.61,      2.42,      0.00,      0.90,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  94,     11.90,      0.50,      0.00,     21.19,      2.74,      0.00,      0.92,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  95,     14.90,      9.10,      0.00,      6.46,      1.20,      0.00,      1.07,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  96,      5.90,      0.00,      0.00,     23.08,      2.42,      0.00,      2.16,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  97,      0.90,      0.00,      0.00,     23.25,      1.86,      0.00,      1.23,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  98,     -3.60,      0.00,      0.00,     23.43,      1.42,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  99,     -1.60,      0.00,      0.00,     23.60,      1.70,      0.00,      0.87,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 100,      1.40,      1.50,      0.00,     19.30,      1.49,      0.00,      0.97,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 101,     -0.10,      2.80,      0.00,     16.23,      1.17,      0.00,      1.17,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 102,      0.40,      3.60,      0.00,     14.62,      1.11,      0.00,      1.11,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 103,      0.40,      1.00,      0.00,     21.13,      1.61,      0.00,      1.54,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 104,      1.90,      0.00,      0.00,     24.45,      2.08,      0.00,      1.59,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 105,      8.90,      0.00,      0.00,     24.62,      2.70,      0.00,      1.48,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 106,      1.90,      0.00,      0.00,     24.78,      2.00,      0.00,      0.80,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 107,      4.90,      0.00,      0.00,     24.94,      2.47,      0.00,      0.78,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 108,      7.90,      2.30,      0.00,     18.23,      2.38,      0.00,      1.34,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 109,     10.90,      0.00,      0.00,     25.26,      3.21,      0.00,      1.17,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 110,      8.90,      0.00,      0.00,     25.41,      2.77,      0.00,      0.70,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 111,      9.90,      0.00,      0.00,     25.57,      2.89,      0.00,      0.56,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 112,      9.40,      0.00,      0.00,     25.72,      2.88,      0.00,      0.44,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 113,     10.40,      0.00,      0.00,     25.87,      2.89,      0.00,      0.36,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 114,      9.40,      0.00,      0.00,     26.02,      2.91,      0.00,      0.31,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 115,      9.40,      0.00,      0.00,     26.17,      3.18,      0.00,      0.28,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 116,     10.90,      0.00,      0.00,     26.31,      3.22,      0.00,      0.25,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 117,     14.40,      0.00,      0.00,     26.45,      3.37,      0.00,      0.23,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 118,     12.40,      0.00,      0.00,     26.59,      3.56,      0.00,      0.21,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 119,     17.90,      0.00,      0.00,     26.73,      3.89,      0.00,      0.20,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 120,      9.40,     10.70,      0.00,      6.07,      1.17,      0.00,      0.91,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 121,      9.40,      0.30,      0.00,     25.90,      2.90,      0.00,      2.44,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 122,      9.90,      9.90,      0.00,      6.85,      0.99,      0.00,      0.91,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 123,     10.90,      0.00,      0.00,     27.26,      3.05,      0.00,      2.71,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 124,     11.40,      0.00,      0.00,     27.39,      3.42,      0.00,      2.13,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 125,     16.90,      0.00,      0.00,     27.51,      3.94,      0.00,      1.69,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 126,     11.90,      0.00,      0.00,     27.64,      3.56,      0.00,      1.12,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 127,     12.40,     39.90,      0.00,      0.11,      0.41,      0.00,      0.39,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 128,     14.40,      0.00,      0.00,     27.88,      3.58,      0.00,      3.33,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 129,     11.90,      0.00,      0.00,     27.99,      3.34,      0.00,      2.20,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 130,     12.40,      0.00,      0.00,     28.10,      3.71,      0.00,      1.73,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 131,     14.90,      0.00,      0.00,     28.22,      3.71,      0.00,      1.27,      0.00,      0.00,      0.00,      0.00,         1,      0.00,      0.00,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
