Daily soil climate at site FarmTest1 in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
Day,Temp.(C),Prec.(mm),PET,1,5,10,20,30,40,50,1,5,10,20,30,40,50,1,10,20,30,40,50,1,10,20,30,40,50,,1,10,20,30,40,50,(mm),(mm),(mm),(mm),1,10,20,30,40,50, degreeC

170,  15.28,   2.30,    3.0,   19.2,   19.1,   18.8,   17.7,   16.5,   10.7,   17.8,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   9.82,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
171,  16.11,   0.50,    3.8,   18.7,   18.5,   18.1,   17.0,   15.9,   10.8,   17.3,   0.93,   0.94,   0.96,   0.98,   0.91,   0.96,   0.98,    0.0,    0.0,    0.0,    0.2,    0.0,    0.0,    6.7,    6.2,    6.2,   62.6,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.4,   8.11,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
172,  18.06,   2.80,    3.1,   19.5,   19.1,   18.5,   17.0,   16.0,   10.5,   18.1,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   6.86,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
173,  19.44,   4.30,    3.1,   21.4,   20.9,   19.9,   17.9,   16.8,   11.0,   19.7,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   7.06,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
174,  20.28,   0.50,    4.3,   22.1,   21.6,   20.7,   18.7,   17.5,   11.1,   20.2,   0.94,   0.95,   0.96,   0.98,   0.91,   0.96,   0.98,    0.0,    0.0,    0.0,    0.2,    0.0,    0.0,    6.2,    6.2,    6.2,   63.2,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.4,   4.92,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
175,  20.84,  15.00,    1.3,   22.7,   22.2,   21.3,   19.3,   17.9,   11.0,   20.9,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  13.62,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
176,  18.33,   0.00,    4.3,   21.5,   21.2,   20.6,   19.0,   17.6,   11.2,   19.6,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   37.8,   26.4,   10.7,   63.6,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  11.63,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
177,  20.00,   0.00,    4.7,   22.4,   22.0,   21.1,   19.2,   17.8,   11.0,   20.7,   0.92,   0.92,   0.93,   0.94,   0.90,   0.94,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   48.1,   39.9,   24.9,   98.4,   31.6,   17.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,   9.45,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
178,  21.94,  10.40,    1.7,   23.1,   22.6,   21.7,   19.7,   18.3,   10.9,   21.4,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  14.14,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
179,  23.06,   0.00,    4.9,   24.0,   23.5,   22.5,   20.3,   18.8,   11.5,   21.9,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   38.5,   27.1,   11.2,   63.9,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  11.63,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
180,  23.06,   0.00,    4.9,   24.7,   24.2,   23.2,   20.9,   19.3,   11.3,   22.7,   0.91,   0.92,   0.93,   0.94,   0.90,   0.94,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   48.4,   40.3,   25.5,   98.5,   31.7,   17.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,   9.12,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
181,  23.06,  10.70,    1.8,   25.1,   24.6,   23.6,   21.3,   19.6,   11.2,   23.2,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  13.93,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
182,  20.83,   1.50,    3.8,   24.0,   23.6,   22.9,   21.0,   19.3,   11.7,   21.8,   0.94,   0.95,   0.96,   0.98,   0.94,   0.97,   0.98,    0.0,    0.0,    0.0,    0.1,    0.0,    0.0,    6.2,    6.2,    6.2,   26.3,    6.9,    6.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,  11.66,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
183,  19.44,   0.00,    4.5,   23.0,   22.7,   22.1,   20.4,   18.8,   11.2,   21.1,   0.92,   0.93,   0.94,   0.96,   0.90,   0.94,   0.96,    0.1,    0.1,    0.0,    0.2,    0.1,    0.0,   39.7,   28.6,   12.8,   87.7,   24.1,   14.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.1,   9.55,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
184,  19.17,   0.00,    4.7,   23.2,   22.8,   22.0,   20.1,   18.6,   11.0,   21.4,   0.91,   0.92,   0.92,   0.94,   0.90,   0.92,   0.94,    0.1,    0.1,    0.1,    0.3,    0.1,    0.1,   49.4,   41.2,   26.7,   98.4,   42.1,   29.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,   7.45,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
185,  18.89,  10.90,    1.6,   22.4,   22.1,   21.4,   19.7,   18.2,   10.8,   20.8,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  12.61,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
186,  17.50,   0.00,    4.3,   21.6,   21.3,   20.8,   19.2,   17.8,   11.3,   19.8,   0.91,   0.92,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   39.3,   27.3,   11.2,   63.4,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  10.72,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
187,  18.33,   0.00,    4.4,   21.7,   21.4,   20.7,   19.0,   17.6,   10.9,   20.0,   0.91,   0.91,   0.92,   0.94,   0.90,   0.94,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   55.5,   45.2,   26.9,   98.0,   31.5,   17.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,   8.73,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
188,  20.56,   0.00,    4.8,   23.1,   22.6,   21.6,   19.5,   18.1,   10.9,   21.4,   0.91,   0.91,   0.91,   0.92,   0.90,   0.92,   0.93,    0.2,    0.1,    0.1,    0.3,    0.1,    0.1,   58.8,   53.0,   41.1,   98.8,   46.4,   34.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,   6.48,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
189,  25.28,   0.00,    5.2,   25.4,   24.8,   23.5,   20.9,   19.4,   11.0,   23.6,   0.90,   0.91,   0.91,   0.91,   0.90,   0.91,   0.92,    0.2,    0.1,    0.1,    0.3,    0.1,    0.1,   58.6,   55.9,   49.7,  100.7,   53.8,   46.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,   3.72,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
190,  26.11,   0.00,    5.3,   27.0,   26.3,   25.0,   22.2,   20.5,   11.2,   25.1,   0.87,   0.89,   0.90,   0.91,   0.90,   0.91,   0.91,    0.2,    0.2,    0.1,    0.3,    0.2,    0.1,   60.8,   58.3,   54.4,  103.8,   58.0,   53.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.5,   1.86,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
191,  22.77,   0.00,    4.8,   26.2,   25.7,   24.8,   22.4,   20.6,   11.1,   24.4,   0.69,   0.86,   0.90,   0.90,   0.90,   0.90,   0.91,    0.2,    0.2,    0.2,    0.3,    0.2,    0.2,   84.8,   65.2,   58.2,  106.0,   60.6,   57.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.3,   0.93,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
192,  19.17,   0.00,    4.3,   23.7,   23.5,   22.9,   21.2,   19.4,   10.9,   22.1,   0.54,   0.76,   0.90,   0.90,   0.89,   0.90,   0.90,    0.5,    0.2,    0.2,    0.3,    0.2,    0.2,  199.7,   83.9,   61.0,  107.5,   62.2,   59.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.2,   0.47,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
193,  17.50,   2.80,    3.0,   21.6,   21.4,   21.0,   19.6,   18.0,   10.7,   20.2,   0.87,   0.90,   0.93,   0.98,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   10.1,    7.4,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.8,   0.66,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
194,  22.78,   0.00,    5.1,   24.2,   23.6,   22.5,   20.2,   18.7,   11.4,   22.1,   0.63,   0.82,   0.91,   0.93,   0.91,   0.96,   0.98,    0.2,    0.1,    0.1,    0.2,    0.0,    0.0,   82.9,   56.5,   20.0,   64.1,    8.3,    6.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,   0.45,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
195,  22.50,  24.90,    0.9,   24.3,   23.8,   22.9,   20.7,   19.1,   11.2,   22.3,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
196,  21.11,   0.00,    4.5,   23.8,   23.4,   22.6,   20.7,   19.1,   11.6,   21.6,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   37.2,   25.6,   10.3,   63.6,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  12.79,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
197,  20.00,   0.00,    4.5,   23.3,   23.0,   22.3,   20.4,   18.8,   11.1,   21.4,   0.92,   0.92,   0.93,   0.94,   0.90,   0.94,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   47.8,   39.5,   24.4,   98.1,   31.6,   17.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,  10.60,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
198,  22.23,   0.00,    5.0,   24.7,   24.2,   23.2,   20.8,   19.3,   11.1,   22.8,   0.91,   0.91,   0.92,   0.93,   0.90,   0.92,   0.93,    0.1,    0.1,    0.1,    0.3,    0.1,    0.1,   53.2,   47.6,   36.6,   98.8,   46.4,   34.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.7,   8.15,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
199,  23.33,   0.00,    4.9,   25.4,   24.9,   23.8,   21.4,   19.8,   11.1,   23.6,   0.91,   0.91,   0.91,   0.92,   0.90,   0.91,   0.92,    0.1,    0.1,    0.1,    0.3,    0.1,    0.1,   56.5,   52.8,   45.3,  100.3,   53.9,   46.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,   5.59,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
200,  26.11,   0.00,    5.2,   27.0,   26.3,   25.1,   22.4,   20.6,   11.2,   25.1,   0.90,   0.91,   0.91,   0.91,   0.90,   0.91,   0.91,    0.2,    0.1,    0.1,    0.3,    0.2,    0.1,   58.6,   56.1,   51.2,  103.0,   57.9,   53.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.6,   2.79,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
201,  25.28,   0.00,    5.0,   27.4,   26.8,   25.6,   23.0,   21.1,   11.2,   25.4,   0.74,   0.89,   0.90,   0.91,   0.90,   0.90,   0.91,    0.2,    0.2,    0.1,    0.3,    0.2,    0.2,   63.2,   59.3,   55.1,  103.4,   60.6,   57.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.4,   1.39,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
202,  25.00,  20.80,    1.2,   27.2,   26.7,   25.7,   23.1,   21.2,   11.2,   25.3,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  13.71,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
203,  22.22,   5.80,    2.5,   25.6,   25.3,   24.5,   22.5,   20.6,   12.0,   23.2,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
204,  20.83,   3.80,    2.9,   24.2,   23.9,   23.3,   21.5,   19.8,   11.8,   22.0,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  14.94,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
205,  20.83,  16.00,    1.1,   23.1,   22.8,   22.3,   20.6,   19.0,   11.6,   21.0,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
206,  20.00,  17.50,    1.0,   22.5,   22.2,   21.6,   20.0,   18.4,   11.4,   20.5,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
207,  23.06,   0.00,    4.8,   24.3,   23.8,   22.7,   20.5,   19.0,   11.5,   22.2,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   37.8,   26.4,   10.7,   63.7,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  12.58,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
208,  24.17,   2.50,    3.6,   25.3,   24.7,   23.7,   21.2,   19.6,   11.3,   23.2,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  10.45,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
209,  23.61,   1.80,    3.8,   25.4,   24.9,   23.9,   21.6,   19.9,   11.8,   23.1,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   8.22,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
210,  24.44,   1.80,    3.9,   25.7,   25.2,   24.2,   21.9,   20.2,   11.8,   23.3,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   5.95,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
211,  21.11,   0.00,    4.4,   24.6,   24.2,   23.5,   21.5,   19.8,   11.8,   22.3,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   40.0,   28.6,   12.0,   63.7,    8.2,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,   3.74,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
212,  20.84,   0.00,    4.5,   24.4,   24.0,   23.2,   21.2,   19.5,   11.3,   22.3,   0.86,   0.89,   0.91,   0.94,   0.90,   0.93,   0.95,    0.1,    0.1,    0.1,    0.3,    0.1,    0.0,   53.1,   43.0,   26.9,   97.8,   31.7,   17.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,   1.94,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
213,  22.78,   0.00,    4.5,   24.4,   24.0,   23.2,   21.1,   19.4,   11.1,   22.5,   0.94,   0.95,   0.96,   0.95,   0.90,   0.92,   0.93,    0.0,    0.0,    0.1,    0.3,    0.1,    0.1,    6.2,    6.2,   38.7,   97.0,   46.4,   34.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.9,   1.02,   5.75,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
214,  22.77,   0.00,    4.5,   24.6,   24.1,   23.3,   21.1,   19.4,   11.0,   22.8,   0.92,   0.93,   0.94,   0.95,   0.90,   0.91,   0.92,    0.1,    0.1,    0.1,    0.3,    0.1,    0.1,   40.0,   30.0,   28.1,   95.8,   53.9,   46.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   10.8,   0.54,   3.38,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
215,  19.73,   6.10,    2.2,   23.2,   22.9,   22.2,   20.5,   18.8,   10.8,   21.6,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   3.44,   2.19,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
216,  20.00,   4.80,    2.4,   22.5,   22.2,   21.6,   19.9,   18.4,   11.4,   20.5,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,   4.56,   1.59,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
217,  21.67,   0.00,    4.3,   23.1,   22.6,   21.8,   19.9,   18.4,   11.4,   21.1,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   39.7,   28.6,   12.0,   63.5,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,   2.38,   1.30,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
218,  21.39,   1.00,    4.0,   24.0,   23.4,   22.5,   20.3,   18.8,   11.2,   22.0,   0.94,   0.95,   0.96,   0.98,   0.91,   0.94,   0.95,    0.0,    0.0,    0.0,    0.3,    0.1,    0.0,    6.2,    6.2,    6.2,   95.7,   31.5,   17.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.1,   1.27,   1.15,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
219,  23.06,   0.50,    4.2,   24.3,   23.8,   22.9,   20.7,   19.1,   11.1,   22.5,   0.94,   0.95,   0.96,   0.98,   0.91,   0.92,   0.93,    0.0,    0.0,    0.0,    0.2,    0.1,    0.1,    6.2,    6.2,    6.2,   93.2,   46.0,   34.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.0,   0.68,   1.07,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
220,  19.72,  22.90,    0.9,   23.3,   23.0,   22.3,   20.4,   18.8,   10.9,   21.6,   0.94,   0.95,   0.97,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.04,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
221,  17.78,   8.60,    1.6,   21.5,   21.3,   20.8,   19.4,   18.0,   11.5,   19.7,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.02,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
222,  19.44,   1.00,    3.6,   21.6,   21.3,   20.7,   19.1,   17.7,   11.2,   19.8,   0.94,   0.95,   0.96,   0.98,   0.91,   0.96,   0.98,    0.0,    0.0,    0.0,    0.2,    0.0,    0.0,    6.2,    6.2,    6.2,   62.1,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.4,  12.97,   1.01,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
223,  18.06,   5.30,    2.1,   20.8,   20.6,   20.0,   18.6,   17.2,   10.8,   19.2,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  14.09,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
224,  17.77,   8.60,    1.6,   20.4,   20.1,   19.6,   18.2,   16.9,   11.0,   18.7,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
225,  18.89,   0.00,    3.9,   20.8,   20.4,   19.8,   18.1,   16.9,   11.0,   19.1,   0.92,   0.93,   0.94,   0.96,   0.91,   0.96,   0.98,    0.1,    0.1,    0.0,    0.2,    0.0,    0.0,   39.1,   27.9,   11.6,   63.4,    8.1,    6.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  13.03,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
226,  18.33,   9.10,    1.7,   21.0,   20.6,   19.9,   18.3,   17.0,   10.8,   19.4,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    5.4,    6.1,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
