Daily soil climate at site FarmTest1 in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
Day,Temp.(C),Prec.(mm),PET,1,5,10,20,30,40,50,1,5,10,20,30,40,50,1,10,20,30,40,50,1,10,20,30,40,50,,1,10,20,30,40,50,(mm),(mm),(mm),(mm),1,10,20,30,40,50, degreeC

 56,  -2.77,   0.00,    0.6,    0.5,    0.7,    1.2,    2.3,    3.2,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.00,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.46,   1.09,  52.09,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 57,  -1.39,  11.70,    0.2,    0.5,    0.8,    1.2,    2.3,    3.2,    7.7,   -0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.00,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.48,   1.09,  63.56,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 58,  -6.12,   0.30,    0.4,    0.5,    0.8,    1.2,    2.3,    3.2,    7.7,   -0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.00,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.48,   1.09,  63.48,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 59, -12.22,   0.30,    0.2,    0.5,    0.7,    1.2,    2.3,    3.2,    7.7,   -0.1,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.00,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.48,   1.09,  63.53,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 60, -11.11,   2.30,    0.4,    0.5,    0.7,    1.2,    2.3,    3.2,    7.7,   -0.1,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.00,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.48,   1.09,  65.42,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 61,  -1.66,   1.30,    0.4,    0.6,    0.8,    1.2,    2.3,    3.2,    7.7,   -0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.00,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.48,   1.09,  66.33,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 62,  -3.89,   0.00,    0.5,    0.6,    0.8,    1.2,    2.3,    3.2,    7.7,   -0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.00,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.48,   1.09,  65.88,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 63,   5.84,   0.50,    1.0,    0.6,    0.8,    1.3,    2.4,    3.2,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.04,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.25,   1.05,  64.89,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 64,   5.27,  11.70,    0.5,    0.6,    0.8,    1.3,    2.4,    3.2,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.08,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.06,   1.01,  64.41,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 65,  -0.28,  12.40,    0.2,    0.7,    0.9,    1.3,    2.4,    3.2,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.08,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.04,   1.01,  76.56,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 66,   0.00,   0.00,    0.5,    0.7,    0.9,    1.3,    2.4,    3.2,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.09,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.98,   1.00,  76.04,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 67,   1.11,  12.20,    0.4,    0.7,    0.9,    1.3,    2.4,    3.2,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.10,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.90,   0.98,  75.65,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 68,  -1.39,  21.60,    0.2,    0.8,    1.0,    1.4,    2.4,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.11,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.89,   0.98,  97.01,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 69,  -5.00,   0.50,    0.2,    0.8,    1.0,    1.4,    2.4,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.05,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.20,   1.04,  97.27,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 70,  -4.72,   0.00,    0.3,    0.8,    1.0,    1.4,    2.4,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.02,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.38,   1.08,  96.96,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 71,  -0.84,   0.00,    0.4,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.02,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.36,   1.07,  96.59,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 72,  -2.50,   2.30,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.01,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.44,   1.09,  98.62,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 73,  -2.50,   0.50,    0.4,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.01,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.42,   1.08,  98.68,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 74,   4.72,   3.00,    0.4,    0.8,    1.0,    1.5,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.03,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.32,   1.06,  98.23,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 75,   2.78,   0.00,    0.4,    0.8,    1.0,    1.5,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.04,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.25,   1.05,  97.84,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 76,  -0.27,   0.00,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.04,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.23,   1.05,  97.49,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 77,  -2.22,   0.00,    0.4,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.04,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.23,   1.05,  97.14,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 78,   1.67,   1.30,    0.5,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.06,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.16,   1.03,  96.65,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 79,   3.89,  20.80,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.07,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.08,   1.02,  94.17,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 80,   0.00,   1.00,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.08,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.06,   1.01,  94.83,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 81,  -2.50,   0.00,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.06,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.14,   1.03,  94.51,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 82,  -2.78,   0.00,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.05,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.21,   1.04,  94.16,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 83,  -3.33,   0.00,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.03,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.32,   1.06,  93.83,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 84,  -3.05,   0.00,    0.4,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.02,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.39,   1.08,  93.47,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 85,  -0.56,   1.50,    0.6,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.03,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.34,   1.07,  94.40,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 86,   3.89,   0.00,    0.5,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.04,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.25,   1.05,  93.91,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 87,   3.34,   6.10,    0.4,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.06,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.15,   1.03,  93.47,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 88,  -0.83,   8.10,    0.2,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.06,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.15,   1.03, 101.33,   10.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 89,  -4.72,   0.00,    0.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.02,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.38,   1.08, 101.06,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 90,  -1.95,   0.00,    0.6,    0.8,    1.0,    1.5,    2.5,    3.3,    7.7,    0.0,   0.38,   0.58,   0.89,   0.93,   0.96,   0.98,   0.02,    1.0,    0.4,    0.1,    0.1,    0.0,    0.0,  387.9,  155.3,   49.1,   27.3,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.35,   1.07, 100.48,    9.9,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 91,   6.39,  22.10,    0.4,    0.9,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.05,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   5.21,   1.04,  99.48,   10.6,  15.07,   5.75,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 92,  10.28,   0.30,    1.1,    0.9,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.09,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.98,   0.99,  97.86,   10.6,  15.07,   3.38,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 93,   0.00,   0.00,    0.4,    0.9,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.09,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.95,   0.99,  97.48,   10.6,  15.07,   2.19,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 94,   4.16,   0.00,    0.8,    0.9,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.12,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.82,   0.96,  96.68,   10.7,  15.07,   1.59,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 95,   4.72,   6.40,    0.4,    0.9,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.14,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.72,   0.94,  93.54,   10.7,  15.07,   1.30,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 96,   6.67,   0.30,    0.6,    0.8,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.16,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.57,   0.91,  91.25,   10.7,  15.07,   1.15,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 97,   7.50,   0.00,    0.9,    0.8,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.20,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.37,   0.87,  90.38,   10.7,  15.07,   1.07,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 98,  10.00,   0.00,    0.9,    0.8,    1.1,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.24,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   4.12,   0.82,  86.17,   10.8,  15.07,   1.04,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
 99,  11.94,   0.00,    1.1,    0.8,    1.0,    1.5,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.30,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   3.81,   0.76,  81.16,   10.9,  15.07,   1.02,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
100,  15.28,   0.00,    1.3,    0.8,    1.0,    1.4,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.38,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   3.39,   0.68,  71.01,   10.9,  15.07,   1.01,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
101,   8.61,   0.00,    0.9,    0.7,    0.9,    1.4,    2.5,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.43,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   3.12,   0.62,  65.64,   11.0,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
102,   8.06,  13.50,    0.5,    0.7,    0.9,    1.3,    2.4,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.48,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   2.84,   0.57,  60.74,   11.1,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
103,  11.39,   4.30,    1.0,    0.6,    0.9,    1.3,    2.4,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.56,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   2.39,   0.48,  54.18,   11.1,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
104,   3.89,   0.30,    0.9,    0.6,    0.8,    1.3,    2.4,    3.3,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.59,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   2.21,   0.44,  52.17,   11.2,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
105,   5.00,   0.00,    1.1,    0.6,    0.8,    1.2,    2.4,    3.2,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.64,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   1.95,   0.39,  51.09,   11.2,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
106,   5.28,   0.00,    1.2,    0.6,    0.8,    1.2,    2.4,    3.2,    7.7,    0.0,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.74,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    3.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   1.38,   0.30,  49.87,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
107,   9.16,   0.00,    1.8,    0.6,    0.8,    1.3,    2.4,    3.3,    7.7,    0.6,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.99,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    7.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.11,  48.11,   11.5,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
108,  13.61,   0.00,    2.3,    0.6,    0.8,    1.3,    2.4,    3.3,    7.7,    1.5,   1.00,   0.58,   0.89,   0.93,   0.96,   0.98,   0.99,    0.0,    0.3,    0.1,    0.1,    0.0,    0.0,    0.0,  106.8,   47.6,   27.2,   12.4,    7.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.03,  43.58,   11.6,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
109,  16.39,   0.00,    2.6,    0.6,    0.9,    1.3,    2.4,    3.3,    7.7,    1.6,   0.94,   0.95,   0.96,   0.99,   0.99,   0.99,   0.99,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    6.2,    6.2,    6.2,    6.2,    6.2,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  34.33,   12.0,  15.10,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
110,  19.17,   0.00,    3.4,    0.7,    0.9,    1.4,    2.5,    3.3,    7.6,    1.8,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   39.7,   28.6,   11.8,    7.4,    6.3,    6.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  23.10,   11.8,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
111,  19.17,   0.00,    3.5,    1.1,    1.3,    1.7,    2.7,    3.6,    7.7,    2.3,   0.91,   0.92,   0.93,   0.95,   0.97,   0.98,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.9,   41.0,   23.1,   13.3,    7.9,    6.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   6.79,   11.7,  15.04,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
112,  17.50,   0.00,    3.9,   11.2,   10.9,   10.5,    9.7,    9.4,    9.2,    9.2,   0.61,   0.77,   0.90,   0.93,   0.96,   0.97,   0.98,    0.2,    0.1,    0.1,    0.1,    0.0,    0.0,   62.8,   51.0,   33.1,   21.7,   12.3,    9.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   11.3,  15.00,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
