Daily crop growth at site boone3 in year 1
Day,Temperature,Precipitation,Irrigation,Radiation,PET,Transpiration,Evaporation,Total_crops,,,,Crop 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LeafC,StemC,RootC,GrainC,CropID,TDD,GrowthIndex,Water_demand,Water_stress,N_demand,N_stress,LAI,N_from_soil,N_from_air_NH3,N_fixation,Day_N_increase,TotalCropN,DailyCropGrowth,DayLeafGrowth,DayStemGrowth,DayRootGrowth,DayGrainGrowth,DayShootSenes,DayRootSenes,DayGrainSenes,LeafC,StemC,RootC,GrainC,LeafN,StemN,RootN,GrainN,
,degree_C,mm,mm,MJ/m2/d,mm,mm,mm,kgC/ha/d,kgC/ha,kgC/ha,kgC/ha,,degree_C,,mm,,,kgN/ha/d,,kgN/ha/d,kgN/ha/d,kgN/ha/d,kgN/ha/d,kgN/ha,kgC/ha/d,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgC/ha,kgN/ha,kgN/ha,kgN/ha,kgN/ha,
  54,      1.50,     21.00,      0.00,      5.22,      0.28,      0.00,      0.28,      0.00,      0.00,      0.00,      0.00,         1,     22.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  55,     -1.75,      0.00,      0.00,     12.18,      0.34,      0.00,      0.34,      0.00,      0.00,      0.00,      0.00,         1,     22.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  56,     -5.25,      0.00,      0.00,     12.45,      0.29,      0.00,      0.29,      0.00,      0.00,      0.00,      0.00,         1,     22.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  57,    -10.50,      0.00,      0.00,     14.46,      0.27,      0.00,      0.27,      0.00,      0.00,      0.00,      0.00,         1,     22.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  58,     -8.50,      0.00,      0.00,     16.07,      0.39,      0.00,      0.39,      0.00,      0.00,      0.00,      0.00,         1,     22.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  59,     -5.00,      0.00,      0.00,     14.46,      0.36,      0.00,      0.36,      0.00,      0.00,      0.00,      0.00,         1,     22.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  60,     -3.25,      0.00,      0.00,     15.40,      0.43,      0.00,      0.43,      0.00,      0.00,      0.00,      0.00,         1,     22.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  61,      1.50,     23.00,      0.00,      7.50,      0.33,      0.00,      0.33,      0.00,      0.00,      0.00,      0.00,         1,     24.25,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  62,     -5.00,      0.00,      0.00,     16.07,      0.44,      0.00,      0.44,      0.00,      0.00,      0.00,      0.00,         1,     24.25,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  63,     -8.75,      0.00,      0.00,     16.33,      0.38,      0.00,      0.38,      0.00,      0.00,      0.00,      0.00,         1,     24.25,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  64,      0.75,      3.00,      0.00,      9.24,      0.37,      0.00,      0.37,      0.00,      0.00,      0.00,      0.00,         1,     25.00,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  65,     -1.00,      7.00,      0.00,     11.25,      0.42,      0.00,      0.42,      0.00,      0.00,      0.00,      0.00,         1,     25.00,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  66,     -9.00,      0.00,      0.00,     17.00,      0.40,      0.00,      0.40,      0.00,      0.00,      0.00,      0.00,         1,     25.00,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  67,     -0.50,      0.00,      0.00,     15.13,      0.46,      0.00,      0.46,      0.00,      0.00,      0.00,      0.00,         1,     25.00,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  68,      2.50,      0.00,      0.00,     15.00,      0.53,      0.00,      0.53,      0.00,      0.00,      0.00,      0.00,         1,     27.50,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  69,     -5.25,      0.00,      0.00,     14.33,      0.33,      0.00,      0.33,      0.00,      0.00,      0.00,      0.00,         1,     27.50,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  70,     -5.50,      0.00,      0.00,     14.86,      0.34,      0.00,      0.34,      0.00,      0.00,      0.00,      0.00,         1,     27.50,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  71,      2.25,      0.00,      0.00,     15.13,      0.51,      0.00,      0.51,      0.00,      0.00,      0.00,      0.00,         1,     29.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  72,      1.50,      6.00,      0.00,     10.58,      0.42,      0.00,      0.42,      0.00,      0.00,      0.00,      0.00,         1,     31.25,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  73,     -5.00,      0.00,      0.00,     14.46,      0.33,      0.00,      0.33,      0.00,      0.00,      0.00,      0.00,         1,     31.25,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  74,     -2.00,      0.00,      0.00,     13.66,      0.36,      0.00,      0.36,      0.00,      0.00,      0.00,      0.00,         1,     31.25,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  75,      2.50,      0.00,      0.00,     17.14,      0.62,      0.00,      0.62,      0.00,      0.00,      0.00,      0.00,         1,     33.75,      0.01,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  76,      8.50,      0.00,      0.00,     18.48,      1.04,      0.00,      1.04,      0.00,      0.00,      0.00,      0.00,         1,     42.25,      0.02,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  77,      8.00,      0.00,      0.00,     16.87,      0.78,      0.00,      0.78,      0.00,      0.00,      0.00,      0.00,         1,     50.25,      0.02,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  78,      1.75,      0.00,      0.00,     12.99,      0.43,      0.00,      0.43,      0.00,      0.00,      0.00,      0.00,         1,     52.00,      0.02,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  79,     -0.50,      3.00,      0.00,     11.51,      0.42,      0.00,      0.42,      0.00,      0.00,      0.00,      0.00,         1,     52.00,      0.02,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  80,      8.25,     12.00,      0.00,     12.05,      0.68,      0.00,      0.68,      0.00,      0.00,      0.00,      0.00,         1,     60.25,      0.02,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  81,     10.00,      0.00,      0.00,     13.25,      0.67,      0.00,      0.67,      0.00,      0.00,      0.00,      0.00,         1,     70.25,      0.03,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  82,      7.00,      0.00,      0.00,     14.73,      0.64,      0.00,      0.64,      0.00,      0.00,      0.00,      0.00,         1,     77.25,      0.03,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  83,      5.25,      0.00,      0.00,     16.07,      0.66,      0.00,      0.66,      0.00,      0.00,      0.00,      0.00,         1,     82.50,      0.03,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  84,      7.25,      0.00,      0.00,     16.47,      0.76,      0.00,      0.76,      0.00,      0.00,      0.00,      0.00,         1,     89.75,      0.04,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  85,     10.25,      4.00,      0.00,     13.12,      0.90,      0.00,      0.90,      0.00,      0.00,      0.00,      0.00,         1,    100.00,      0.04,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  86,      9.75,      6.00,      0.00,     12.72,      0.86,      0.00,      0.86,      0.00,      0.00,      0.00,      0.00,         1,    109.75,      0.04,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  87,      8.00,      0.00,      0.00,     18.88,      1.07,      0.00,      1.07,      0.00,      0.00,      0.00,      0.00,         1,    117.75,      0.05,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  88,     12.50,     17.00,      0.00,     12.32,      0.99,      0.00,      0.99,      0.00,      0.00,      0.00,      0.00,         1,    130.25,      0.05,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  89,      9.00,     36.00,      0.00,     12.05,      0.85,      0.00,      0.85,      0.00,      0.00,      0.00,      0.00,         1,    139.25,      0.05,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  90,      1.50,      8.00,      0.00,      7.77,      0.41,      0.00,      0.41,      0.00,      0.00,      0.00,      0.00,         1,    140.75,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  91,      0.25,      1.00,      0.00,     14.73,      0.58,      0.00,      0.58,      0.00,      0.00,      0.00,      0.00,         1,    141.00,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  92,      3.50,      4.00,      0.00,      9.77,      0.54,      0.00,      0.54,      0.00,      0.00,      0.00,      0.00,         1,    144.50,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  93,      3.75,      3.00,      0.00,      5.36,      0.39,      0.00,      0.39,      0.00,      0.00,      0.00,      0.00,         1,    148.25,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  94,      0.50,      8.00,      0.00,      6.16,      0.35,      0.00,      0.35,      0.00,      0.00,      0.00,      0.00,         1,    148.75,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  95,     -1.00,      9.00,      0.00,      5.22,      0.28,      0.00,      0.28,      0.00,      0.00,      0.00,      0.00,         1,    148.75,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  96,      1.00,      0.00,      0.00,     11.78,      0.45,      0.00,      0.45,      0.00,      0.00,      0.00,      0.00,         1,    149.75,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  97,     -0.25,      0.00,      0.00,     12.72,      0.45,      0.00,      0.45,      0.00,      0.00,      0.00,      0.00,         1,    149.75,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  98,      0.00,      5.00,      0.00,      6.83,      0.31,      0.00,      0.31,      0.00,      0.00,      0.00,      0.00,         1,    149.75,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
  99,      0.75,      2.00,      0.00,      6.69,      0.31,      0.00,      0.31,      0.00,      0.00,      0.00,      0.00,         1,    150.50,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 100,      2.50,      0.00,      0.00,     17.54,      0.64,      0.00,      0.64,      0.00,      0.00,      0.00,      0.00,         1,    153.00,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 101,      3.00,     28.00,      0.00,     11.65,      0.51,      0.00,      0.51,      0.00,      0.00,      0.00,      0.00,         1,    156.00,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 102,      8.00,     19.00,      0.00,     12.99,      0.75,      0.00,      0.75,      0.00,      0.00,      0.00,      0.00,         1,    164.00,      0.06,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 103,      9.25,      0.00,      0.00,     17.81,      0.97,      0.00,      0.97,      0.00,      0.00,      0.00,      0.00,         1,    173.25,      0.07,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 104,      6.25,      0.00,      0.00,     21.15,      1.12,      0.00,      1.12,      0.00,      0.00,      0.00,      0.00,         1,    179.50,      0.07,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 105,     16.50,      0.00,      0.00,     21.02,      1.92,      0.00,      1.92,      0.00,      0.00,      0.00,      0.00,         1,    196.00,      0.08,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 106,     17.75,      0.00,      0.00,     21.42,      2.41,      0.00,      2.41,      0.00,      0.00,      0.00,      0.00,         1,    213.75,      0.08,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 107,      3.75,      0.00,      0.00,     17.41,      0.99,      0.00,      0.99,      0.00,      0.00,      0.00,      0.00,         1,    217.50,      0.09,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 108,      1.75,      0.00,      0.00,     17.54,      0.92,      0.00,      0.92,      0.00,      0.00,      0.00,      0.00,         1,    219.25,      0.09,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 109,      5.50,      0.00,      0.00,     18.74,      1.19,      0.00,      1.19,      0.00,      0.00,      0.00,      0.00,         1,    224.75,      0.09,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 110,      7.50,      0.00,      0.00,     20.22,      1.46,      0.00,      1.46,      0.00,      0.00,      0.00,      0.00,         1,    232.25,      0.09,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 111,      9.50,      0.00,      0.00,     21.02,      1.76,      0.00,      1.76,      0.00,      0.00,      0.00,      0.00,         1,    241.75,      0.09,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 112,      8.75,      9.00,      0.00,      9.91,      0.97,      0.00,      0.97,      0.00,      0.00,      0.00,      0.00,         1,    250.50,      0.10,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 113,      7.75,      9.00,      0.00,      7.77,      0.82,      0.00,      0.82,      0.00,      0.00,      0.00,      0.00,         1,    258.25,      0.10,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 114,      5.75,      1.00,      0.00,     15.40,      1.29,      0.00,      1.29,      0.00,      0.00,      0.00,      0.00,         1,    264.00,      0.10,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 115,      7.25,      0.00,      0.00,     21.96,      2.07,      0.00,      2.07,      0.00,      0.00,      0.00,      0.00,         1,    271.25,      0.11,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 116,      9.75,     16.00,      0.00,      9.24,      1.14,      0.00,      1.14,      0.00,      0.00,      0.00,      0.00,         1,    281.00,      0.11,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 117,     10.75,     13.00,      0.00,     14.19,      1.83,      0.00,      1.83,      0.00,      0.00,      0.00,      0.00,         1,    291.75,      0.11,      0.00,      1.00,      0.00,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,
 118,     14.50,      0.00,      0.00,     22.49,      3.43,      0.21,      3.21,      2.03,      2.03,      1.51,      0.00,         1,    306.25,      0.12,      0.00,      1.00,      0.09,      1.00,      0.00,      0.09,      0.00,      0.00,      0.09,      0.09,      5.57,      2.03,      2.03,      1.51,      0.00,      0.00,      0.00,      0.00,      2.03,      2.03,      1.51,      0.00,      0.03,      0.03,      0.02,      0.00,
 119,     18.75,      0.00,      0.00,     21.02,      3.50,      0.50,      2.99,      6.90,      6.90,      5.08,      0.00,         1,    325.00,      0.13,      2.84,      1.00,      0.21,      1.00,      0.00,      0.21,      0.00,      0.00,      0.21,      0.29,     13.31,      4.87,      4.87,      3.58,      0.00,      0.00,      0.00,      0.00,      6.90,      6.90,      5.08,      0.00,      0.11,      0.11,      0.08,      0.00,
